Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id,actor_country_of_citizenship,actor_occupation
John Welsh,3,M,11/7/1904,,/m/01tjc9,4,Q15527373,Republic of Ireland,"['actor', 'film actor', 'television actor']"
Peggy Cummins,3,F,12/18/1925,,/m/05hpws,4,Q441467,United Kingdom,"['actor', 'stage actor', 'film actor']"
Robert Beatty,3,M,10/19/1909,,/m/02kfm5,4,Q634574,Canada,"['film actor', 'television actor']"
Martha Scott,3,F,9/22/1912,,/m/018qn8,4,Q236394,United States of America,"['stage actor', 'film actor', 'television actor']"
Nicol Williamson,3,M,9/14/1936,,/m/07c4pv,4,Q725374,United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
Peter Firth,3,M,10/27/1953,,/m/03rp12,4,Q376981,United Kingdom,"['stage actor', 'film actor', 'television actor']"
Wendy Hiller,3,F,8/15/1912,,/m/0m40r,4,Q230626,United Kingdom,"['actor', 'stage actor', 'film actor']"
Elpidia Carrillo,3,F,8/16/1961,,/m/0432lv,4,Q455010,Mexico,"['actor', 'camera operator', 'film actor', 'television actor']"
Hardy Krüger,3,M,4/12/1928,,/m/06t0c5,4,Q77342,Germany,"['actor', 'autobiographer', 'writer', 'film actor', 'television actor']"
Zia Mohyeddin,3,M,6/20/1933,,/m/05q78p,4,Q3575460,Pakistan,"['actor', 'television actor']"
Karl Urban,3,M,6/7/1972,,/m/024n3z,4,Q132430,New Zealand,"['actor', 'stage actor', 'film actor', 'television actor']"
Brock Peters,3,M,7/2/1927,/m/0x67,/m/01p8d9,4,Q580587,United States of America,"['television actor', 'film actor', 'actor', 'character actor', 'stage actor', 'voice actor']"
Miranda Otto,3,F,12/16/1967,,/m/0294fd,4,Q294975,Australia,"['actor', 'stage actor', 'film actor']"
Melvyn Hayes,3,M,1/11/1935,/m/0g96wd,/m/07bfhp,4,Q735030,United Kingdom,"['actor', 'film actor', 'television actor']"
Henry Oscar,3,M,1891-07-14,,/m/026lhy0,4,Q1607113,United Kingdom,"['stage actor', 'film actor']"
Ahmed Mazhar,3,M,10/8/1917,,/m/0h4d_6,4,Q4166105,Egypt,['actor']
Derek Farr,3,M,2/7/1912,,/m/064l6hd,4,Q5261952,United Kingdom,['actor']
Ronnie Stevens,3,M,9/2/1925,,/m/0b39c3,4,Q3441799,United Kingdom,"['actor', 'film actor', 'television actor']"
Torin Thatcher,3,M,1/15/1905,,/m/0fh1qn,4,Q439588,United Kingdom,"['stage actor', 'film actor', 'television actor']"
Joan Davis,3,F,6/29/1907,,/m/074q_g,4,Q468430,United States of America,"['actor', 'stage actor', 'television actor', 'film actor', 'television producer']"
Yvonne Romain,3,F,2/17/1938,,/m/02qfsj8,4,Q1967789,United Kingdom,"['actor', 'film actor']"
Frankie Vaughan,3,M,2/3/1928,,/m/01n_q5p,4,Q722793,United Kingdom,"['actor', 'singer']"
Matthew Macfadyen,3,M,10/17/1974,/m/02w7gg,/m/03rnz7,4,Q314954,United Kingdom,"['stage actor', 'film actor', 'television actor']"
Jacek Koman,3,M,8/15/1956,,/m/04jbs64,4,Q1676929,Poland,"['actor', 'singer', 'musician', 'stage actor', 'film actor', 'television actor']"
Rupert Davies,3,M,5/22/1916,,/m/0cbmt0,4,Q1357189,United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
Conchata Ferrell,3,F,3/28/1943,,/m/09fjmd,4,Q232304,United States of America,"['stage actor', 'film actor', 'television actor']"
Kynaston Reeves,3,M,1893-05-29,,/m/03h623f,4,Q3200960,United Kingdom,"['actor', 'television actor']"
Gabriel Mann,3,M,5/14/1972,,/m/0dw99y,4,Q973456,United States of America,"['actor', 'model', 'television actor', 'film actor']"
Geena Davis,3,F,1/21/1956,,/m/01fwk3,4,Q280098,United States of America,"['film actor', 'film producer', 'actor', 'model', 'television actor', 'television producer', 'voice actor']"
Jenny Agutter,3,F,12/20/1952,,/m/01pcql,4,Q234883,United Kingdom,"['stage actor', 'film actor']"
Deryck Guyler,3,M,4/29/1914,,/m/013t2l,4,Q925756,United Kingdom,"['actor', 'film actor', 'television actor']"
Gibb McLaughlin,3,M,1884-07-19,,/m/03d2_v7,4,Q5558680,United Kingdom,"['stage actor', 'film actor']"
Terry O'Neill,3,M,2/27/1948,,/m/0fr15f,4,Q3518917,United Kingdom,"['actor', 'karateka']"
Harris Yulin,3,M,11/5/1937,,/m/06w7z5,4,Q1346123,United States of America,"['television actor', 'film actor', 'stage actor']"
Gretchen Mol,3,F,11/8/1972,,/m/02l6dy,4,Q255268,United States of America,"['actor', 'model', 'television actor', 'film actor', 'stage actor']"
Brian Cox,3,M,6/1/1946,/m/02g7sp,/m/02xs5v,4,Q34975,United Kingdom,"['actor', 'film actor', 'stage actor', 'television actor']"
Bill Cobbs,3,M,6/16/1934,/m/0x67,/m/06chtx,4,Q862028,United States of America,"['actor', 'voice actor', 'television actor', 'film actor']"
Ron Moody,3,M,1/8/1924,/m/041rx,/m/015gx1,4,Q366910,United Kingdom,"['stage actor', 'film actor', 'writer', 'composer', 'singer', 'television actor']"
Michael Dorman,3,M,4/26/1981,,/m/0bwm5_n,4,Q3308158,New Zealand,"['actor', 'television actor']"
Dan O'Herlihy,3,M,5/1/1919,/m/03bkbh,/m/015d2r,4,Q437944,Republic of Ireland,"['actor', 'film actor', 'television actor']"
Kenneth Haigh,3,M,3/25/1931,,/m/0h2fc_,4,Q15463577,United Kingdom,"['actor', 'stage actor', 'television actor']"
Ray Meagher,3,M,7/4/1944,,/m/03n6nb,4,Q2095407,Australia,"['actor', 'film actor', 'television actor']"
Bill Fraser,3,M,6/5/1908,,/m/0750jn,4,Q15072789,United Kingdom,"['comedian', 'actor', 'television actor']"
John Warwick,3,M,1/4/1905,,/m/0bh9gnm,4,,,
Siân Phillips,3,F,5/14/1933,/m/06gbnc,/m/016gj9,4,Q237778,United Kingdom,"['actor', 'stage actor', 'film actor']"
Cyril Raymond,3,M,1899-02-13,,/m/026q8v1,4,Q5200851,United Kingdom,['actor']
Seraj Munir,3,M,1901,,/m/05b31qx,4,Q1411670,Egypt,"['stage actor', 'film actor', 'actor']"
Olive Sloane,3,F,1896-12-16,,/m/0bnp410,4,Q7087198,United Kingdom,"['actor', 'film actor']"
Susan Barnes,3,F,,,/m/021lqk7,4,,,
Ian Bannen,3,M,6/29/1928,,/m/049t4g,4,Q499097,United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
Mary Jerrold,3,F,1877-12-04,,/m/0dgrhz5,4,Q6779921,United Kingdom,"['actor', 'film actor']"
Dawn Addams,3,F,9/21/1930,,/m/08dt95,4,Q469086,United Kingdom,"['actor', 'film actor']"
Nancy Stephens,3,F,7/2/1949,,/m/09d8dm,4,Q6963012,United States of America,"['actor', 'television actor', 'film actor', 'voice actor', 'songwriter']"
Ron Falk,3,M,8/23/1935,,/m/0bvd6v5,4,Q55762461,,['actor']
Erwin Geschonneck,3,M,12/27/1906,,/m/02qyp1n,4,Q215582,Germany,"['stage actor', 'film actor', 'television actor', 'actor']"
Debi Mazar,3,F,8/13/1964,/m/048z7l,/m/0mj1l,4,Q238671,United States of America,"['voice actor', 'film actor', 'television actor']"
Michael Jayston,3,M,10/29/1935,,/m/05nd5p,4,Q512059,United Kingdom,"['actor', 'explorer', 'television actor']"
Honor Blackman,3,F,8/22/1925,/m/02w7gg,/m/02htfz,4,Q232840,United Kingdom,"['actor', 'singer', 'film actor', 'stage actor']"
Gert Fröbe,3,M,2/25/1913,,/m/01tj5w,4,Q76943,Germany,"['actor', 'film actor', 'stage actor', 'voice actor']"
Naomie Harris,3,F,9/6/1976,/m/02w7gg,/m/020c55,4,Q156586,United Kingdom,"['actor', 'film actor']"
Lisa Jakub,3,F,12/27/1978,/m/0g8_vp,/m/059w4s,4,Q253785,Canada,"['writer', 'film actor', 'television actor']"
Mary Clare,3,F,1892-07-17,,/m/0263m22,4,Q3296162,United Kingdom,"['stage actor', 'film actor']"
Peter van Eyck,3,M,7/16/1911,/m/01qhm_,/m/027pq1z,4,Q66418,Germany,"['actor', 'film actor']"
Joss Ambler,3,M,6/23/1900,,/m/0bmh2xj,4,Q6291038,Australia,"['actor', 'film actor', 'television actor']"
Jean Kent,3,F,6/29/1921,,/m/0gdqnf,4,Q6170945,United Kingdom,"['actor', 'film actor']"
Paul Lukas,3,M,1891-05-26,/m/041rx,/m/012j9q,4,Q182057,Hungary,"['actor', 'screenwriter', 'film actor']"
Albert Lieven,3,M,6/22/1906,,/m/02w01x5,4,Q101884,Germany,"['stage actor', 'film actor']"
Tom Budge,3,M,3/15/1982,,/m/07khz75,4,Q7815122,Australia,['actor']
Sofía Vergara,3,F,7/10/1972,/m/026kx7g,/m/05wty0,4,Q231911,Colombia,"['model', 'film actor', 'television presenter', 'television actor', 'television producer', 'voice actor']"
Sydney Tafler,3,M,7/31/1916,,/m/02qjygb,4,Q2373778,United Kingdom,"['actor', 'television actor']"
Sophie Stewart,3,F,3/5/1908,/m/03lmx1,/m/05myc_k,4,Q7563070,United Kingdom,['actor']
Ian Hendry,3,M,1/13/1931,,/m/093hly,4,Q1287512,United Kingdom,"['actor', 'film actor', 'stage actor', 'television actor']"
George Thorpe,3,M,,,/m/075smyb,4,,,
Georgina Hale,3,F,8/4/1943,,/m/05q6zs,4,Q5548249,United Kingdom,"['stage actor', 'film actor', 'television actor']"
Frederick Piper,3,M,9/23/1902,,/m/0cmb_vb,4,Q5498555,United Kingdom,"['actor', 'television actor']"
Carol Hawkins,3,F,1/31/1949,,/m/0c057h,4,Q5044363,United Kingdom,"['actor', 'film actor']"
Aden Young,3,M,1972,,/m/047nz1w,4,Q4682184,Australia,"['actor', 'film director', 'film actor', 'television actor']"
Alfie Bass,3,M,4/10/1916,/m/041rx,/m/04vf83,4,Q1234706,United Kingdom,"['television actor', 'stage actor', 'film actor']"
Kenneth Griffith,3,M,10/12/1921,,/m/06my04,4,Q676629,United Kingdom,"['actor', 'philatelist', 'film actor', 'television actor']"
D. A. Clarke-Smith,3,M,1888-08-02,,/m/0cc5kt0,4,Q5203467,United Kingdom,['actor']
Valerie Leon,3,F,11/12/1943,,/m/07s_tj,4,Q1391469,United Kingdom,"['actor', 'film actor']"
Bruno Kirby,3,M,4/28/1949,,/m/0808c5,4,Q517379,United States of America,"['television actor', 'film actor', 'comedian']"
Yvonne Mitchell,3,F,7/7/1915,,/m/03mh0b,4,Q508329,United Kingdom,"['stage actor', 'film actor', 'novelist', 'writer']"
Bojana Novakovic,3,F,11/17/1981,/m/04kbvpz,/m/02v_6qy,4,Q457905,Australia,"['actor', 'stage actor', 'film actor']"
Liza Minnelli,3,F,3/12/1946,,/m/0g476,4,Q14441,United States of America,"['actor', 'film actor', 'singer', 'voice actor', 'stage actor', 'television actor', 'choreographer', 'dancer', 'television presenter', 'recording artist']"
Ana Torrent,3,F,7/12/1966,,/m/0cspqw,4,Q457457,Spain,"['actor', 'film actor']"
Steven Vidler,3,M,1960,,/m/09rvgz1,4,Q7615350,Australia,"['actor', 'film director', 'writer', 'film actor', 'television actor']"
John Jarratt,3,M,8/5/1951,,/m/0847t1,4,Q592869,Australia,"['film actor', 'television actor', 'film director']"
Kenneth Cope,3,M,4/14/1931,,/m/03slgw,4,Q1738852,United Kingdom,"['actor', 'film actor', 'television actor']"
Sean Pertwee,3,M,6/4/1964,,/m/01xq7p,4,Q1377608,United Kingdom,"['dub actor', 'stage actor', 'film actor', 'film producer', 'television actor']"
John Stratton,3,M,11/7/1925,,/m/0cl2fr,4,Q6259399,United Kingdom,"['actor', 'film actor', 'television actor']"
Kamal al-Shennawi,3,M,12/26/1921,,/m/027y1zx,4,Q4165430,Egypt,"['actor', 'film director', 'television actor']"
Kelsey Grammer,3,M,2/21/1955,,/m/04cl1,4,Q196560,United States of America,"['actor', 'dub actor', 'television actor', 'film actor', 'voice actor', 'writer', 'screenwriter', 'film producer', 'television producer']"
Leslie Dwyer,3,M,8/28/1906,,/m/073g89,4,Q3173808,United Kingdom,"['actor', 'television actor', 'film actor', 'stage actor']"
Sally Ann Howes,3,F,7/20/1930,,/m/061153,4,Q3469977,United Kingdom,"['singer', 'stage actor', 'film actor']"
Peggy Mount,3,F,5/2/1915,,/m/079drj,4,Q3898783,United Kingdom,"['actor', 'film actor', 'stage actor', 'television actor']"
Vincent Ball,3,M,12/4/1923,,/m/0c6bdl,4,Q7931660,Australia,"['actor', 'television actor']"
Eddie Izzard,3,M,2/7/1962,/m/0d7wh,/m/0126rp,4,Q254022,United Kingdom,"['stand-up comedian', 'actor', 'voice actor', 'comedian', 'politician', 'improviser', 'television actor']"
Mark Burns,3,M,3/30/1936,,/m/0809gxv,4,Q736672,United Kingdom,"['actor', 'film editor', 'film actor', 'television actor']"
Claire Forlani,3,F,7/1/1972,/m/0gf5k1,/m/01x72k,4,Q40228,United Kingdom,"['actor', 'film actor', 'stage actor']"
Yvonne Owen,3,F,,,/m/0k0q45,4,Q8062495,United Kingdom,"['actor', 'film actor']"
Sam Bottoms,3,M,10/17/1955,,/m/08679c,4,Q1374559,United States of America,"['television actor', 'film actor', 'film producer']"
Michael Ripper,3,M,1/27/1913,,/m/0bwd6c,4,Q13360334,United Kingdom,"['actor', 'film actor', 'television actor']"
Laurence Harvey,3,M,10/1/1928,/m/041rx,/m/015dlv,4,Q374045,Lithuania,"['actor', 'film actor', 'film director', 'stage actor']"
Thora Hird,3,F,5/28/1911,/m/0g96wd,/m/0mhzd,4,Q4347204,United Kingdom,"['actor', 'film actor']"
Paul Scofield,3,M,1/21/1922,,/m/0ht9x,4,Q223988,United Kingdom,"['voice actor', 'stage actor', 'film actor', 'television actor']"
Grégoire Aslan,3,M,3/28/1908,,/m/025z0fl,4,Q1551529,Armenia,['actor']
Tony Llewellyn-Jones,3,M,1949,,/m/0gc1dyc,4,Q16611036,Australia,"['actor', 'film actor', 'film producer']"
Jonathan Cecil,3,M,2/22/1939,,/m/09v7ngg,4,Q1250868,United Kingdom,"['stage actor', 'film actor', 'journalist', 'television actor', 'audiobook narrator']"
Thomas Heathcote,3,M,9/9/1917,,/m/026q71b,4,Q7790555,India,"['actor', 'television actor']"
Norman Bird,3,M,10/30/1920,,/m/0f_wwf,4,Q15487822,United Kingdom,"['actor', 'dub actor', 'television actor']"
George Baker,3,M,4/1/1931,,/m/01_gty,4,Q1506941,United Kingdom,"['actor', 'writer', 'film actor', 'stage actor', 'television actor']"
Norman Wooland,3,M,3/16/1910,,/m/0f3l5m,4,Q871231,United Kingdom,"['stage actor', 'film actor']"
Tony Goldwyn,3,M,5/20/1960,,/m/042z_g,4,Q224754,United States of America,"['film director', 'voice actor', 'stage actor', 'film actor', 'television actor', 'actor', 'screenwriter', 'film producer']"
Michael Brennan,3,M,9/25/1912,,/m/027fty2,4,Q1927055,United Kingdom,"['actor', 'film actor', 'television actor']"
Joseph Wiseman,3,M,5/15/1918,,/m/02_q_m,4,Q448271,Canada,"['stage actor', 'film actor', 'television actor']"
Bill Graham,3,M,1/8/1931,/m/041rx,/m/031mly,4,Q862152,United States of America,"['impresario', 'concert production', 'music promoter', 'talent manager', 'entrepreneur']"
Vivien Leigh,3,F,11/5/1913,,/m/0812r,4,Q129429,United Kingdom,"['film actor', 'stage actor', 'actor']"
Guy Pearce,3,M,10/5/1967,/m/03cbkrf,/m/0184jc,4,Q223745,Australia,"['actor', 'stage actor', 'film actor', 'musician', 'television actor']"
Aaron Stanford,3,M,12/27/1976,,/m/05b3lc,4,Q302786,United States of America,"['actor', 'film producer', 'television actor', 'film actor']"
Michael Coles,3,M,8/12/1936,,/m/05nyj9c,4,Q27922509,United Kingdom,"['actor', 'television actor']"
Greta Scacchi,3,F,2/18/1960,/m/08v2k7,/m/03crmd,4,Q235351,Australia,"['actor', 'stage actor', 'film actor']"
Edward Albert,3,M,2/20/1951,,/m/05kp08,4,Q949337,United States of America,"['actor', 'film actor', 'television actor', 'voice actor', 'musician', 'film producer']"
Francis Matthews,3,M,9/2/1927,,/m/0dk2gr,4,Q563636,United Kingdom,"['stage actor', 'film actor', 'television actor']"
Betty McDowall,3,F,1933,,/m/0k74s9,4,Q4898919,Australia,['actor']
Richard Wordsworth,3,M,1/19/1915,,/m/0h74dy,4,Q7330091,United Kingdom,"['actor', 'film actor']"
Janette Scott,3,F,12/14/1938,/m/0g96wd,/m/04yptr,4,Q462335,United Kingdom,"['film actor', 'television actor']"
Jimmy Edwards,3,M,3/23/1920,,/m/0586lk,4,Q6200068,United Kingdom,"['actor', 'comedian', 'film actor', 'stage actor', 'television actor']"
Peter Bull,3,M,3/21/1912,,/m/0f7glr,4,Q1712232,United Kingdom,"['actor', 'film actor', 'stage actor']"
Linda Hayden,3,F,1/19/1953,,/m/07l_8f,4,Q1825857,United Kingdom,"['actor', 'film actor']"
Joan Hickson,3,F,8/5/1906,,/m/02trr_,4,Q465125,United Kingdom,"['stage actor', 'film actor', 'actor']"
Christine Lahti,3,F,4/4/1950,/m/03pqwy,/m/030b93,4,Q232941,United States of America,"['film director', 'blogger', 'television actor', 'stage actor', 'film actor']"
Lee Remick,3,F,12/14/1935,,/m/018v_q,4,Q230011,United States of America,"['actor', 'character actor', 'television actor', 'stage actor', 'film actor']"
Eleanor Bron,3,F,3/14/1938,/m/041rx,/m/0d8vk,4,Q468811,United Kingdom,"['stage actor', 'film actor']"
Derek Bond,3,M,1/26/1920,,/m/0ksxpx,4,Q5261820,United Kingdom,"['actor', 'television actor']"
Nigel Havers,3,M,11/6/1951,,/m/01w8jm,4,Q466361,United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
David Fane,3,M,1966,/m/0404kdr,/m/04gq7vn,4,Q5233538,New Zealand,"['actor', 'television actor']"
Peter Gerety,3,M,5/17/1940,,/m/07t2tm,4,Q923485,United States of America,"['television actor', 'film actor', 'stage actor', 'actor']"
Jed Brophy,3,M,1963,,/m/0263jvj,4,Q925680,New Zealand,"['actor', 'film actor']"
Michelle Pfeiffer,3,F,4/29/1958,/m/065b6q,/m/0gx_p,4,Q159778,United States of America,"['film actor', 'model', 'singer', 'voice actor', 'beauty pageant contestant', 'television actor', 'stage actor', 'film producer']"
Lionel Murton,3,M,6/2/1915,,/m/0289v04,4,Q6555732,United Kingdom,"['actor', 'film actor', 'television actor']"
Andrew Ray,3,M,5/31/1939,,/m/09d2bq,4,Q2846715,United Kingdom,"['actor', 'film actor', 'stage actor', 'television actor']"
Jamie Bell,3,M,3/14/1986,/m/02w7gg,/m/04g81j,4,Q297071,United Kingdom,"['actor', 'film actor', 'ballet dancer', 'television actor']"
Shuler Hensley,3,M,3/6/1967,,/m/05cw7r,4,Q4497257,United States of America,"['actor', 'television actor']"
Maurice Evans,3,M,6/3/1901,,/m/03bvgc,4,Q1233590,United Kingdom,"['film producer', 'stage actor', 'film actor', 'television actor', 'actor']"
Lawrence Makoare,3,M,3/20/1968,/m/05748,/m/05q1gn,4,Q737607,New Zealand,"['actor', 'film actor']"
River Phoenix,3,M,8/23/1970,/m/041rx,/m/015076,4,Q106514,United States of America,"['actor', 'television actor', 'film actor', 'street artist', 'musician', 'singer-songwriter', 'composer', 'environmentalist', 'guitarist', 'model']"
Vanda Godsell,3,F,11/17/1922,,/m/02qtr4d,4,Q7914292,United Kingdom,"['actor', 'film actor']"
Eileen Herlie,3,F,3/8/1918,,/m/05yyyz,4,Q5349381,United States of America,"['actor', 'television actor', 'stage actor']"
Alan Dobie,3,M,6/2/1932,,/m/02wvxvl,4,Q4706518,United Kingdom,"['actor', 'television actor']"
Ian Richardson,3,M,4/7/1934,/m/03lmx1,/m/03v1sp,4,Q363691,United Kingdom,"['stage actor', 'film actor', 'television actor']"
Sybil Danning,3,F,5/24/1952,/m/02ctzb,/m/074r2y,4,Q89554,Austria,"['film producer', 'model', 'film actor']"
David Hedison,3,M,5/20/1927,,/m/0346xp,4,Q72262,United States of America,"['actor', 'television actor', 'stage actor', 'film actor']"
Matt Damon,91,M,10/8/1970,/m/0cnvdq1,/m/0169dl,5,Q175535,United States of America,"['film actor', 'screenwriter', 'film producer', 'writer', 'voice actor', 'actor', 'television producer', 'manufacturer', 'television actor']"
Danny Trejo,88,M,5/16/1944,/m/01g7zj,/m/01xllf,5,Q223830,United States of America,"['actor', 'television actor', 'film actor', 'film producer', 'character actor', 'boxer', 'voice actor']"
Cheech Marin,80,M,7/13/1946,/m/025rpb0,/m/029k55,5,Q73007,United States of America,"['actor', 'art collector', 'writer', 'screenwriter', 'film actor', 'television actor', 'voice actor', 'film director']"
Kevin Smith,76,M,3/16/1963,,/m/0k1qm,5,Q381963,New Zealand,"['actor', 'film actor', 'musician', 'singer', 'television actor']"
Jason Mewes,72,M,6/12/1974,/m/022dp5,/m/02q7z2,5,Q316627,United States of America,"['actor', 'film actor', 'television actor', 'film producer', 'film director']"
Ben Affleck,72,M,8/15/1972,/m/07bch9,/m/0151w_,5,Q483118,United States of America,"['actor', 'screenwriter', 'film director', 'film producer', 'television actor', 'film actor', 'poker player', 'writer', 'voice actor', 'executive producer', 'manufacturer', 'television producer']"
Jason Lee,72,M,4/25/1970,,/m/034np8,5,Q4960,United States of America,"['television actor', 'film actor', 'actor', 'skateboarder', 'entrepreneur', 'comedian', 'voice actor', 'screenwriter', 'film producer', 'businessperson', 'television producer', 'character actor']"
George Clooney,57,M,5/6/1961,/m/033tf_,/m/014zcr,5,Q23844,United States of America,
Michael Winslow,56,M,9/6/1958,/m/0x67,/m/05xc43,5,Q522533,United States of America,"['cabaret artist', 'dub actor', 'film actor', 'television actor', 'voice actor', 'reality television participant']"
George Gaynes,56,M,5/16/1917,/m/0318mh,/m/03d4hz,5,Q279225,United States of America,"['television actor', 'film actor', 'singer', 'musical theatre actor', 'stage actor', 'voice actor', 'opera singer', 'actor']"
David Graf,56,M,4/16/1950,,/m/03lz67,5,Q445253,United States of America,"['television actor', 'film actor', 'voice actor', 'actor']"
Brian O'Halloran,53,M,12/20/1969,,/m/063r24,5,Q723672,United States of America,"['actor', 'film actor', 'television actor', 'stage actor']"
