Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id,actor_description
Rachael Harris,27,F,1968-01-12,,/m/0696_t,11,Q267400,Actress and Comedian
Karan Brar,27,M,1999-01-18,,/m/0gcj_rz,11,Q74689,American actor
Connor Fielding,27,M,,,/m/0gdm99s,11,,
Grayson Russell,27,M,1998,,/m/0bhcjsk,11,Q637063,American actor
Paul Bettany,27,M,1971-05-27,/m/02w7gg,/m/01chc7,11,Q242707,British actor
Zachary Gordon,27,M,1998-02-15,/m/041rx,/m/02q2vzj,11,Q139611,American actor
Owen Fielding,27,M,,,/m/0gdlpht,11,,
Jude Law,26,M,1972-12-29,/m/02w7gg,/m/01r93l,11,Q160432,English actor
Fran Brill,26,F,1946-09-30,,/m/01hqd4,11,Q2665614,American actress
David Strathairn,25,M,1949-01-26,/m/032j30,/m/031k24,11,Q310318,American actor
David Rudman,25,M,1964-06-01,,/m/08kyst,11,Q2469960,American puppeteer
Gwyneth Paltrow,25,F,1972-09-27,/m/041rx,/m/0bq2g,11,Q34460,"American actress, entrepreneur, writer and singer"
John C. Reilly,25,M,1965-05-24,/m/0ffkb4,/m/02qgyv,11,Q223110,American actor  (1965-)
Ed Harris,25,M,1950-11-28,,/m/017149,11,Q104791,American actor and director (born 1950)
Édouard Montoute,24,M,1970-12-20,,/m/0k43nb,11,Q274398,French actor
Oliver Ford Davies,24,M,1939-08-12,/m/02w7gg,/m/08_pht,11,Q3543509,time zone
Jon Favreau,24,M,1966-10-19,/m/0222qb,/m/01twdk,11,Q295964,"American actor, director, and screenwriter"
Robert Downey Jr.,24,M,1965-04-04,/m/041rx,/m/016z2j,11,Q2469,barred spiral galaxy within the Local Group
Ahmed Best,24,M,1973-08-19,/m/0x67,/m/01mrnp,11,Q401182,American actor
Julianne Moore,24,F,1960-12-03,/m/07bch9,/m/01kb2j,11,Q80405,British-American actress and author
Philip Baker Hall,22,M,1931-09-10,,/m/04t7ts,11,Q447669,American actor (1931–2022)
Samy Naceri,22,M,1961-07-02,/m/03ts0c,/m/07lj7y,11,Q317286,French actor
Bernard Farcy,22,M,,,/m/0k43n4,11,Q822410,French actor
Frédéric Diefenthal,22,M,1968-07-26,,/m/03xn8w6,11,Q704828,French actor
Emma Sjöberg,22,F,1968-09-13,,/m/05ch0k,11,Q284206,Swedish actress
James LeGros,22,M,1962-04-27,,/m/08k881,11,Q1334830,American actor
Luis Guzmán,21,M,1956-08-28,/m/0gkxl2,/m/031f1q,11,Q347395,Puerto Rican actor
Jeremy Bulloch,21,M,1945-02-16,,/m/04b47n,11,Q2369237,English actor
Marion Cotillard,19,F,1975-09-30,/m/03ts0c,/m/07lt7b,11,Q216,capital and largest city of Lithuania
Ricky Jay,19,M,1948,/m/041rx,/m/01yb09,11,Q1516734,American magician and actor (1946–2018)
Udo Kier,19,M,1944-10-14,/m/013xrm,/m/07mz77,11,Q77035,German actor
Clark Gregg,19,M,1962-04-02,,/m/0c9xjl,11,Q113206,"American actor, screenwriter and director"
Tyler Perry,18,M,1969-09-13,/m/0x67,/m/05wm88,11,Q686301,"American actor, director, screenwriter, playwright, producer, author, and songwriter"
Catherine Keener,17,F,1959-03-23,/m/03bkbh,/m/04bdxl,11,Q230378,American actress
Fozzie Bear,16,,,,/m/0gbzhsv,11,,
Jean-Christophe Bouvet,16,M,1947-03-24,,/m/0gdnb8,11,Q2493753,"French actor, film director and screenwriter"
Melora Walters,16,F,1959-10-21,,/m/084sz6,11,Q242763,American actress
John Sayles,15,M,1950-09-28,,/m/043hg,11,Q2141212,American film director
Bill Barretta,15,M,1964-06-19,,/m/0bdz80,11,Q2272355,American actor
Sam Rockwell,15,M,1968-11-05,,/m/04wp3s,11,Q316446,American actor
Rebecca Pidgeon,14,F,1965-10-10,,/m/01p18m,11,Q332428,having a body mass index of 25.0–29.9 kg/m2
Woody Harrelson,13,M,1961-07-23,,/m/0170s4,11,Q201279,American actor (1961-)
Joe Mantegna,13,M,1947-11-13,/m/0xnvg,/m/026l37,11,Q276269,"American actor, producer, and director"
Alec Baldwin,12,M,1958-04-03,/m/09vc4s,/m/018ygt,11,Q170572,American actor and producer (born 1958)
Jean-Marc Barr,12,M,1960-09-27,/m/06v41q,/m/08fyt2,11,Q624802,Flemish painter and engraver (1611–1661)
Kevin Corrigan,11,M,1969-03-27,/m/09v5bdn,/m/0c7lcx,11,Q1334725,American actor
Dermot Mulroney,11,M,1963-10-31,/m/033tf_,/m/074tb5,11,Q363386,American actor
Michael Rapaport,10,M,1970-03-20,,/m/05myd2,11,Q5891296,genus of Cyanobacteria
Cicely Tyson,10,F,1933-12-19,/m/0x67,/m/01gvr1,11,Q238081,American actress (1924-2021)
Drew Barrymore,10,F,1975-02-22,/m/033tf_,/m/026c1,11,Q5608142,mountain in United Kingdom
Lionel Mark Smith,10,M,1946-02-05,,/m/03wfknh,11,Q6555718,American actor (1946-2008)
Paul Dooley,10,M,1928-02-22,,/m/07ddz9,11,Q708097,"American actor, writer, and comedian"
Billy Dee Williams,9,M,1937-04-06,/m/0x67,/m/027_sn,11,Q358345,"American actor, artist, and singer"
Scott Glenn,9,M,1941-01-26,/m/033tf_,/m/04gc65,11,Q114179,American actor
Kerry Washington,9,F,1977-01-31,/m/0x67,/m/07myb2,11,Q232104,American actress
Alfred Molina,9,M,1953-05-24,/m/02w7gg,/m/02wgln,11,Q296028,British actor
Felicity Huffman,9,F,1962-12-09,,/m/03zqc1,11,Q190519,American actress
Tamela Mann,9,F,1966-06-09,/m/0x67,/m/01vt_j8,11,Q2391493,American actress and singer
Kim Coates,9,M,1959-01-02,/m/0g8_vp,/m/029r27,11,Q1258012,Canadian actor
Charlize Theron,9,F,1975-08-07,/m/04ggbzy,/m/01l9p,11,Q127060,chemical compound
Scarlett Johansson,9,F,1984-11-22,/m/013b6_,/m/02114t,11,Q34436,American actress (born 1984)
David Mann,8,M,1966-08-07,,/m/0fljmj,11,Q5237091,American actor
Ray Winstone,8,M,1957-02-19,/m/02w7gg,/m/02yxwd,11,Q310932,English actor
Jennifer Connelly,8,F,1970-12-12,/m/041rx,/m/0fgg4,11,Q103343,American actress
Amy Madigan,8,F,1950-09-11,,/m/05cxlb,11,Q235219,American actress
Hayden Christensen,7,M,1981-04-19,,/m/0f276,11,Q13164,"university in Moscow, Russia"
Rachel Weisz,7,F,1970-03-07,/m/013b6_,/m/014x77,11,Q211509,antiviral medication sold under the brand name Tamiflu
Olivia Munn,6,F,1980-07-03,/m/017sq0,/m/0cfr_9,11,Q236475,"American actress, comedian, model, television personality and author"
Billy Crudup,6,M,1968-07-08,,/m/030hcs,11,Q313650,American actor (born 1968)
Amy Ryan,6,F,1969-11-30,/m/022dp5,/m/07d3z7,11,Q625975,South Korean entertainment company
Chris Hemsworth,6,M,1983-08-11,,/m/04jnqj,11,Q54314,Australian actor
Amy Adams,6,F,1974-08-20,/m/07hwkr,/m/0b25vg,11,Q481832,American actress
Jim Gaffigan,6,M,1966-07-07,,/m/05sg7z,11,Q2093638,"American comedian, actor, author"
Eva Mendes,6,F,1974-03-05,/m/04dbw3,/m/03_x5t,11,Q621977,standards organization
Maggie Gyllenhaal,6,F,1977-11-16,/m/065b6q,/m/023mdt,11,Q202381,American actress
Joe Dallesandro,6,M,1948-12-31,,/m/04p19x,11,Q553454,"American actor, model"
Ashley Judd,6,F,1968-04-19,,/m/0btxr,11,Q228645,American actress
Jeff Goldblum,6,M,1952-10-22,/m/041rx,/m/01y_px,11,Q106706,American actor and musician
Vincent Guastaferro,6,M,,,/m/0j_n3w,11,Q159758,English painter and draftsman (c.1775–1851)
Kathryn Mullen,6,F,,,/m/07gm05,11,Q6377099,American puppeteer
Dan Hedaya,6,M,1940-07-24,/m/041rx,/m/05cl2w,11,Q724804,American actor
Tom Hiddleston,6,M,1981-02-09,,/m/03h4d3v,11,Q423169,antibiotic for treatment of tuberculosis
M. C. Gainey,6,M,1948-01-18,,/m/06b3g4,11,Q722038,American actor
Hal Holbrook,6,M,1925-02-17,,/m/03k7bd,11,Q314801,"American actor, television director, and writer (1925-2021)"
"Cuba Gooding, Jr.",6,M,1968-01-02,/m/0x67,/m/014v6f,11,Q136209,American actor
Mark Wahlberg,6,M,1971-06-05,/m/065b6q,/m/0gy6z9,11,Q164119,American actor
Gordon Clapp,6,M,1948-09-24,,/m/06d8b3,11,Q127060,chemical compound
Kay Walsh,5,F,1911-08-27,,/m/041h4s,11,Q443284,English actress
Sadie Frost,5,F,1965-06-19,,/m/01xq8f,11,Q283703,English actress and producer
Paul Winfield,4,M,1939-05-22,/m/0x67,/m/015qq1,11,Q344576,actor (1939-2004)
Ewen Bremner,4,M,1972-01-23,/m/03lmx1,/m/07cc2x,11,Q520651,Scottish actor
Joseph Mazzello,4,M,1983-09-21,,/m/089k60,11,Q447872,American actor
Charlotte Rampling,4,F,1946-02-05,/m/02w7gg,/m/02f2p7,11,Q159758,English painter and draftsman (c.1775–1851)
Richard Libertini,4,M,1933-05-21,,/m/0bh6gr,11,Q1363700,actor (1933-2016)
Joan Greenwood,4,F,1921-03-04,,/m/012czd,11,Q446064,British actress (1921-1987)
Vernon Vaughn,4,M,,,/m/080cvr0,11,,
Kate Winslet,3,F,1975-10-05,/m/02w7gg,/m/0dvld,11,Q202765,English actress
Josh Pais,3,M,1958-06-21,/m/041rx,/m/03cy9gv,11,Q2050378,American actor
Ian Roberts,3,M,1965-07-29,,/m/06r41s,11,Q5982740,American actor and comedian
Richard T. Jones,3,M,1972-01-16,/m/0x67,/m/0bqq0k,11,Q374181,American actor
William Windom,3,M,1923-09-28,,/m/05wh02,11,Q561666,American actor (1923–2012)
Vincent Laresca,3,M,1974-01-21,,/m/0f2gtk,11,Q1189169,American actor
David Morse,3,M,1953-10-11,,/m/06bzwt,11,Q296370,"American actor, singer, director and writer"
Jeremy Renner,3,M,1971-01-07,,/m/0blq0z,11,Q212704,"special ward of Tokyo, Japan"
Mila Kunis,3,F,1983-08-14,/m/09kr66,/m/023v4_,11,Q37628,American actress (born 1983)
E. G. Marshall,3,M,1914-06-18,,/m/03q95r,11,Q706165,US-American actor
Emily Blunt,3,F,1983-02-23,,/m/04205z,11,Q193517,British actress (born 1983)
Cassi Davis,3,F,1964-07-11,/m/0x67,/m/0fljz5,11,Q5049327,American actress
Emily Watson,3,F,1967-01-14,/m/02w7gg,/m/02l4pj,11,Q229535,English actress
Chris Cooper,3,M,1951-07-09,,/m/02s2ft,11,Q273208,American actor
Bebe Neuwirth,3,F,1958-12-31,/m/041rx,/m/01sxq9,11,Q423169,antibiotic for treatment of tuberculosis
Željko Ivanek,3,M,1957-08-15,/m/04_tz7,/m/08_rjc,11,Q382197,Slovenian–American actor
Paul Gleason,3,M,1939-05-04,,/m/0281lp,11,Q537252,American actor (1939-2006)
Athena Karkanis,3,F,,,/m/02x4rt3,11,Q2601064,Canadian television actress
Jena Malone,3,F,1984-11-21,,/m/01nms7,11,Q233368,American actress and musician
Frank Wood,3,M,1960-03,,/m/02vpg2c,11,Q3082862,American actor
Peter Friedman,3,M,1949-04-24,,/m/03mgx3j,11,Q682752,American actor
Alexander Skarsgård,3,M,1976-08-25,/m/06mvq,/m/02mkjr,11,Q310637,Swedish actor
Antoni Corone,3,M,,,/m/0520lcn,11,Q4776153,American actor
Rae Dawn Chong,3,F,1961-02-28,/m/02czfr,/m/054ngn,11,Q261547,Canadian-American actress
Michael K. Williams,3,M,1966-11-22,/m/0x67,/m/0fx0mw,11,Q921518,American actor (1966–2021)
Annabella Sciorra,3,F,1960-03-29,,/m/0338ws,11,Q231395,American actress
Clive Morton,3,M,1904-03-16,,/m/0d5368,11,Q159758,English painter and draftsman (c.1775–1851)
Vondie Curtis-Hall,3,M,1956-09-30,/m/0x67,/m/05yh_t,11,Q31293,American actor and film director and television director
Ed O'Neill,3,M,1946-04-12,,/m/039g82,11,Q16758,American actor
Jack Purvis,3,M,1937-07-13,,/m/02r3735,11,Q3157294,British actor (1937-1997)
Jack Kehler,3,M,,,/m/06ggwc,11,Q3157229,American actor
Lamman Rucker,3,M,1971-10-06,,/m/056j2tj,11,Q5329798,American actor
Christa Campbell,3,F,1972-12-07,,/m/03mc217,11,Q452344,American actress and film producer
Chris Evans,3,M,1981-06-13,/m/033tf_,/m/058s44,11,Q178348,American actor
Paz de la Huerta,3,F,1984-09-03,,/m/026v437,11,Q272633,American actress
Stuart Townsend,3,M,1972-12-15,/m/03bkbh,/m/03v738,11,Q363525,Irish actor
Jennifer Beals,3,F,1963-12-19,/m/041rx,/m/01pxm_,11,Q181229,American actress and former teen model
Sean Young,3,F,1959-11-20,,/m/0380zg,11,Q230736,actress
Christopher Eccleston,3,M,1964-02-16,/m/02w7gg,/m/02cbs0,11,Q312380,English actor
Reed Diamond,3,M,1967-07-20,,/m/06swrp,11,Q977086,American actor
Stephen Dorff,3,M,1973-07-29,/m/048z7l,/m/0333wf,11,Q334195,American actor
Nikolaj Coster Waldau,3,M,1970-07-27,/m/0268_k,/m/073828,11,Q445772,Danish actor and screenwriter
Anthony Michael Hall,3,M,1968-04-14,/m/033tf_,/m/01jvs4,11,Q361215,"American actor, producer and director"
Leslie Bibb,3,F,1973-11-17,,/m/07nd5f,11,Q239453,American actress
Robert Guillaume,3,M,1927-11-30,/m/0x67,/m/02xwq9,11,Q465442,American actor (1927-2017)
Ian McShane,3,M,1942-09-29,,/m/02zfdp,11,Q234141,English actor (born 1942)
Pat Roach,3,M,1937-05-19,/m/0g96wd,/m/036m4c,11,Q747891,British professional wrestler and actor (1937-2004)
Darrell Larson,3,M,1950-12-13,,/m/0bnpd3z,11,Q5224665,American actor
Lynda Carter,3,F,1951-07-24,/m/01g7zj,/m/032kt3,11,Q242903,"American actress, singer, and beauty pageant titleholder"
Nigel Stock,3,M,1919-09-21,,/m/07df7t,11,Q440369,French painter
Ray Stevenson,3,M,1964-05-25,/m/0d7wh,/m/08996y,11,Q372947,British film and television actor
Ashton Kutcher,3,M,1978-02-07,/m/033tf_,/m/01p4vl,11,Q164782,American actor
Sylvia Miles,3,F,1932-09-09,,/m/07b4s0,11,Q483938,South Korean entertainment company
Latanya Richardson,3,F,1949-10-21,/m/0x67,/m/03m86c,11,Q441634,American actress and television producer
Maggie Renzi,3,F,,,/m/0k03wb,11,Q16150134,film producer
Sofia Helin,3,F,1972-04-25,,/m/027t6z1,11,Q272545,Swedish actress
Judy Greer,3,F,1975-07-20,,/m/08cn4_,11,Q236189,American actress
Fyvush Finkel,3,M,1922-10-09,,/m/050t68,11,Q1277484,American actor
Jimmy Smits,3,M,1955-07-09,/m/0gkxl2,/m/022yb4,11,Q73416,American actor
Valerie Hobson,3,F,1917-04-14,,/m/015qlm,11,Q437157,Irish actress
Michael Ealy,3,M,1973-08-03,/m/0x67,/m/05525t,11,Q786003,American actor
Jagathi Sreekumar,902,M,1951-01-05,,/m/048svj,12,Q6122250,Indian actor
Mohanlal,826,M,1960-05-21,/m/0dryh9k,/m/02fbpz,12,Q2050534,Indian film actor
Mammootty,776,M,1951-09-07,/m/04mvp8,/m/02hkv5,12,Q2721855,Indian actor and film producer
Nedumudi Venu,598,M,1948-05-22,/m/04mvp8,/m/02hkw6,12,Q12072044,Indian actor
Thilakan,489,M,1935-12-10,/m/0dryh9k,/m/02hkvw,12,Q3520698,Indian actor
Innocent Vincent,452,M,1948-02-28,/m/04mvp8,/m/09dv49,12,Q6035995,Indian actor
Salim Kumar,392,M,1968-06-10,/m/0dryh9k,/m/0288crq,12,Q7404571,actor
Suresh Gopi,388,M,1959-06-26,/m/046cwm,/m/05j12n,12,Q3530125,Indian actor and politician
Jayaram,348,M,1965-12-10,,/m/075p0r,12,Q3522919,Indian actor
Siddique,337,M,1964,/m/0dryh9k,/m/02r99xw,12,Q283512,Indian film actor and producer
Mukesh,335,M,1960-10-21,/m/048sp5,/m/0bwqq2,12,Q277422,Indian actor
Sreenivasan,307,M,1956-04-06,/m/046cwm,/m/05gc0h,12,Q7585727,"Indian film actor, screenwriter, director, and producer"
Sukumari,287,F,1940-10-06,/m/0dryh9k,/m/0fy2s1,12,Q3530068,Indian film actress
Dileep,278,M,1968-10-27,/m/0dryh9k,/m/04m_kpx,12,Q5276736,Indian Malayalam-language actor
Jagadish,268,M,1958-06-12,,/m/026xrvd,12,Q6122089,Indian actor
K.P.A.C. Lalitha,251,F,1950-02-25,,/m/03gvb83,12,Q6323697,Indian actress
Saikumar,246,M,1963-05-19,/m/04mvp8,/m/02pp77c,12,Q3530961,Indian actor
Manianpilla Raju,239,M,1955,/m/0dryh9k,/m/047twb3,12,Q6750290,Indian actor
Cochin Haneefa,232,M,1951-04-22,/m/0dryh9k,/m/0f2c8g,12,Q2460693,Indian actor (1951-2010)
Biju Menon,219,M,1970-09-09,,/m/0g9d5d,12,Q4907283,Indian actor
Prithviraj Sukumaran,217,M,1982-10-16,/m/0dryh9k,/m/0cqcgj,12,Q3595178,Indian Actor/Director/Producer
Jayasurya,216,M,1978-08-31,,/m/0d_7dt,12,Q6167686,"Indian film actor, producer, distributor, playback singer, and impressionist"
Murali,211,M,1954-05-25,/m/04mvp8,/m/02qy3py,12,Q1990143,Malayalam actor (1954-2009)
Kalabhavan Mani,190,M,1971-01-01,,/m/0g6m_k,12,Q5957703,Indian actor
Janardhanan,177,M,1946,,/m/09v4c6p,12,Q6150807,Indian actor
Suraj Venjaramood,165,M,1976-09-17,,/m/06zljgt,12,Q13564588,South Indian actor and comedian
Indrans,152,M,,/m/04mvp8,/m/043pdp7,12,Q6026949,Indian actor
Kavya Madhavan,149,F,1984-09-19,/m/071drf,/m/041x3p,12,Q3595617,Indian actress
Vijayaraghavan,148,M,,,/m/04mz092,12,Q7929297,actor
Rajan P. Dev,141,M,1951-05-29,/m/0dryh9k,/m/027kf24,12,Q2210343,Indian film actor and stage actor
Oduvil Unnikrishnan,140,M,1944-02-13,/m/04mvp8,/m/0fy36n,12,Q7078380,Indian actor (1944-2006)
M. G. Soman,139,M,1941-09-24,,/m/07l4md,12,Q6712604,"actor from Kerala, India"
Mamukkoya,136,M,1946-07-05,/m/04mvp8,/m/02885zc,12,Q13099213,Indian comedian and actor
Kaviyoor Ponnamma,136,F,1939-09-10,,/m/0cbnpp,12,Q3595751,Indian actress
Lalu Alex,136,M,1953-03-26,/m/04mvp8,/m/06zj_ms,12,Q6480614,Indian actor
Urvashi,135,F,1967-01-25,,/m/0gdhty,12,Q277992,Indian actress
Kunchacko Boban,117,M,1976-11-02,,/m/0d_9jh,12,Q6444213,Indian actor
Adoor Bhasi,112,M,1927-03-02,,/m/02qfs7p,12,Q3595596,Indian actor
Bhavana Menon,111,F,1986-06-06,,/m/08k_ts,12,Q278015,Indian actress in South Indian films
Lizy,109,F,,,/m/06zp8lh,12,Q6660659,Indian actress
Shobana,109,F,1970-03-21,,/m/03c54v,12,Q3519611,Indian actress
Manoj K. Jayan,108,M,1966-07-26,/m/048sp5,/m/0g9dqx,12,Q6751173,Indian actor
Prem Nazir,107,M,1926-04-07,,/m/02mbjf,12,Q2735277,Indian actor
Sankaradi,106,M,1924,,/m/051v__g,12,Q7418644,Indian actor (1924-2001)
Samvrutha Sunil,106,F,1986-10-31,/m/04mvp8,/m/0g8gg6,12,Q3595584,Indian actress
Indrajith,104,M,1980-12-17,,/m/0gvbc_,12,Q277725,Indian actor
Narendra prasad,100,M,1946-12-26,,/m/0g0rp8,12,Q6965794,Indian actor
Devan,98,M,,/m/0dryh9k,/m/0cnxgv3,12,Q256155,Indian actor
Parvathy Jayaram,97,F,1970-04-07,,/m/0cv7_0,12,Q277327,Indian actress and classical dancer
Navya Nair,97,F,1985-10-14,/m/0dryh9k,/m/053xk1,12,Q3595208,Indian actress
Rahman,96,M,1967-05-23,/m/0dryh9k,/m/025y5tc,12,Q278006,Indian film actor
Geetha,91,F,1962-07-14,/m/0dryh9k,/m/0g2666,12,Q277336,Indian actress
Kuthiravattam Pappu,87,M,1936,,/m/02885dh,12,Q6448440,Indian actor
Ashokan,86,M,,,/m/0bh85l4,12,Q277300,Indian actor
Thikkurissy Sukumaran Nair,85,M,1916-10-16,,/m/03d4f8z,12,Q7784157,Indian actor
Harisree Ashokan,81,M,1964-12-28,,/m/0f_l16,12,Q5657975,"Indian film actor, director, and impressionist"
Madhu,80,M,1933-09-23,,/m/08_m50,12,Q277417,Malayalam actor
Seema,72,F,1957-05-22,/m/0dryh9k,/m/026xr4r,12,Q7445860,Indian actress
Lal,67,M,1958-12-02,/m/0dryh9k,/m/03c_pqj,12,Q6480008,Indian actor and director
Kalpana,64,F,1965-06-05,/m/0dryh9k,/m/03hhycl,12,Q6354355,Indian actress
Padmapriya Janakiraman,63,F,1980-02-28,/m/01rv7x,/m/0cb1h4,12,Q3530955,Indian actress and model
Sukumaran,61,M,1945-03-18,,/m/07l4hv,12,Q7635921,Indian actor (1948-1997)
Menaka,56,F,,,/m/05m_1nb,12,Q3595489,Indian actress
Jayabharathi,55,F,1953,,/m/05f7x67,12,Q6167450,Indian actress
Shankar,54,M,1960-06-22,,/m/02qrfmd,12,Q277729,Indian actor
Bharath Gopi,54,M,1937-11-08,,/m/0drvhb,12,Q1537786,Indian actor
Shweta Menon,53,F,1974-04-10,/m/0dryh9k,/m/02pk1p8,12,Q3595148,"Indian model, film actress and television anchor"
Balan K. Nair,52,M,1933-04-04,,/m/02rrr2,12,Q4849932,Indian actor (1933-2000)
Sudheesh,52,M,1975,,/m/0g542xf,12,Q3595552,Indian film actor
Sheela,50,F,1949-03-24,/m/0dryh9k,/m/027n__f,12,Q539237,Indian actress born in 1942
Jaffer Idukki,49,M,,/m/0dryh9k,/m/0gcx8vh,12,,
Raghu,48,M,1953-10-06,/m/04mvp8,/m/047f71z,12,Q4901638,Malayalam actor
Vineeth,47,M,1969-08-23,,/m/0h2k1w,12,Q277292,Indian actor
Ramu,47,M,,,/m/0gc4ppt,12,Q16201894,Malayalam film actor
Shivaji Guruvayoor,46,M,,,/m/0gc8_0j,12,Q7499279,Indian actor
Captain Raju,46,M,,,/m/03h2shl,12,Q5036783,actor in India (1950-2018)
Gopika,45,F,1985-02-01,/m/04mvp8,/m/0fzvv6,12,Q3534464,Indian actress
Meera Jasmine,43,F,1982-02-15,/m/0dryh9k,/m/05qtrd,12,Q3519669,Indian actress
K. P. Ummer,41,M,1930-10-11,,/m/047b9pc,12,Q6323764,"actor, Malayalam"
Philomina,39,F,1926,,/m/05myqkn,12,Q277313,Indian actress (1926-2006)
Balachandran Chullikadu,37,M,1957-07-30,/m/0dryh9k,/m/0gc8679,12,Q4849743,"Malayalam poet, actor"
Ratheesh,37,M,1946-07-15,,/m/03b_0nt,12,Q7295627,Indian actor
Lakshmi Rai,35,F,1989-05-05,/m/074w_m,/m/02pnknk,12,Q3520472,Indian actress and model
Babu Antony,34,M,1966-02-22,/m/04mvp8,/m/02r2xrt,12,Q3595252,Indian actor
Bahadur,34,M,1930,,/m/02qftvr,12,Q4842234,Indian actor (1930-2000)
Sathyaneshan Nadar,32,M,1912-11-09,,/m/027n_w_,12,Q7426186,Indian actor
Sharada Urvashi,32,F,1945-06-12,/m/09m6hr,/m/027qftc,12,Q3595189,Indian actress
Sindhu Menon,30,F,1985-06-17,/m/04mvp8,/m/064nrky,12,Q702788,Indian film actress
Bindu Panicker,28,F,,,/m/09ggh1v,12,Q4914057,Indian actress
Sreenath,28,M,1956-08-26,/m/04mvp8,/m/0br_twh,12,Q7585722,Malayalam film and television actor (1956-2010)
Manju Warrier,27,F,1978-11-01,,/m/08pcth,12,Q6750439,Indian actress
Poornima Jayaram,25,F,1965-11-02,,/m/04jkysx,12,Q7228870,Indian actress
Vineeth Kumar,24,M,,,/m/0jt5k0,12,Q16832545,Indian actor
Madhu Warrier,24,M,,,/m/0gc63hz,12,Q6727434,actor
Radhika,24,F,,,/m/0j_jr96,12,Q241732,French artist
N. F. Varghese,24,M,1949,,/m/04n4yc3,12,Q6951640,Indian actor (1949-2002)
Manikuttan,22,M,,/m/0dryh9k,/m/0dw23r,12,Q13113818,Indian film actor
Ann Augustine,21,F,1988-07-30,,/m/0ch17w4,12,Q4766243,Indian film actress
Lakshmi Gopalaswamy,20,F,1970-11-07,,/m/05mwlq4,12,Q13114429,Indian actress
Mala Aravindan,19,M,,,/m/0gqshm,12,Q6740679,Indian actor
Babu Nampoothiri,19,M,,,/m/0bgbwm1,12,Q14728036,Indian actor
Sumalatha,19,F,1963-08-27,/m/0dryh9k,/m/02r5pn4,12,Q1749549,Indian actress
Dhanya Mary Varghese,18,F,1985-09-17,/m/04mvp8,/m/09gnmmv,12,Q3595488,Indian film actress and model
Jyothirmayi Nishanth,17,F,,/m/0dryh9k,/m/0fttr7,12,Q6319394,"Indian film actress, model, and television personality"
Prathapachandran,17,M,1941,,/m/04j9hzc,12,Q7238653,Indian actor
Rekha,16,F,1969,/m/0dryh9k,/m/02vlwk6,12,Q3595266,Indian actress
Vani Viswanath,16,F,1968-07-10,,/m/09g6nzh,12,Q7914889,Indian actress
Anoop Menon,16,M,,/m/0dryh9k,/m/05f756d,12,Q4770059,Indian actor
Mohini,15,F,,,/m/05sxwnm,12,Q14346846,Indian actress in the Malayalam and Tamil cinema
T.G. Ravi,15,M,1944-05-16,,/m/05h4ynt,12,Q12066944,Indian actor
Innocent,15,,,,/m/02plft,12,Q7329264,British painter
Jagannatha Varma,14,M,,,/m/09gdb1m,12,Q5248875,Indian actor
Nithya Menon,14,F,1988-10-21,,/m/09gbztk,12,Q6435847,Indian actress (1987-)
Bhama,14,F,1988-05-23,/m/0dryh9k,/m/03d59x9,12,Q4900935,Indian actress
Remya Nabeeshan,14,F,1985-01-01,,/m/02w1tqn,12,Q1749451,Indian actress
Shanthi Krishna,14,F,1964-01-02,,/m/05t0fwn,12,Q7489057,Indian actress
Roma,14,F,1984-08-25,,/m/03ckwtk,12,Q7361477,Indian actress
Kalabhavan Prachod,14,M,,,/m/0gc0g9n,12,Q231156,Italian singer (1940-)
Karamana Janardanan Nair,13,M,1936,,/m/07s81xb,12,Q6368281,Indian actor (1936-2000)
Nadhiya,13,F,,/m/0dryh9k,/m/04f5gfv,12,Q3530988,Indian actress
Meera Nandan,13,F,1990-11-26,,/m/03d14g8,12,Q6807672,Indian actress
Asif Ali,13,M,1986-02-04,,/m/0bmjp9r,12,Q4806897,Indian film actor
Samyuktha Varma,13,F,1982-11,,/m/05vvl1,12,Q3595290,Indian actress
Aishwarya,13,F,1971,/m/0dryh9k,/m/0bhb7fs,12,Q68459,film actress
Shalini Kumar,12,F,1980-11-20,/m/0dryh9k,/m/08jn6t,12,Q277671,Indian film actress
Baburaj,11,M,,,/m/0bmfqf8,12,Q4838101,advocate
Sai Kumar,11,M,1960-07-27,/m/0dryh9k,/m/03d4j05,12,Q7399797,Indian actor
Ranjini,11,F,1970,,/m/0dgn58t,12,Q7293140,Indian actress
Kanaka,9,F,1968-06-30,,/m/02pxghj,12,Q6360359,Indian actress
Balachandra Menon,9,M,1954-01-11,,/m/0515p2,12,Q4849740,Indian actor
Narain,9,M,1984-10-07,,/m/0gsr6_,12,Q3533784,Indian actor
Kanika Subramaniam,9,F,1982-07-03,,/m/0bcf4p,12,Q3523189,Indian actress
Kottarakkara Sreedharan Nair,9,M,1922,,/m/02r8psf,12,Q6434301,actor (1922-1986)
Mithra Kurian,9,F,1989-05-15,,/m/0bh9625,12,Q6881653,Indian actress
Jalaja,8,,,,/m/0ddgv5x,12,Q13112148,Indian actress
Sithara,7,F,,,/m/051_wmd,12,Q7531844,Indian actress
Jose Prakash,7,M,1925-04-14,,/m/0g9yb3f,12,Q6279523,Indian actor
Sukanya,7,F,,,/m/0dcgc3,12,Q3595561,mythical Hindu woman
