Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id,actor_description,actor_country_of_citizenship,actor_occupation
Kenji Utsumi,77,M,1937-08-26,,/m/04lzq2,13,Q535637,Japanese actor (1937–2013),Japan,"['seiyū', 'actor']"
Chafurin,75,M,1961-12-04,,/m/0chh6w,13,Q2714894,"Japanese actor, voice actor and narrator",Japan,"['seiyū', 'actor']"
Minori Matsushima,73,F,1940-12-01,,/m/0c_m7f,13,,,,
Tara Sands,73,F,1975-09-20,,/m/04t4pq,13,,,,
Kazuya Nakai,73,M,1967-11-25,,/m/04_h75,13,Q540366,Japanese voice actor,Japan,['seiyū']
Akemi Okamura,73,F,1969-03-12,,/m/04f5z2,13,Q264348,Japanese voice actress,Japan,['seiyū']
Hideyuki Hori,72,M,1954-03-23,,/m/01vfjdy,13,Q674727,Japanese actor and voice actor,Japan,"['seiyū', 'actor']"
Hiroaki Hirata,69,M,1963-08-07,,/m/04jz_2,13,Q1343893,"Japanese actor, voice actor and narrator",Japan,"['seiyū', 'actor']"
Minami Takayama,69,F,1964-05-05,,/m/01vs8ng,13,Q1323029,"Japanese voice actress, singer and narrator from Japan",Japan,"['singer', 'seiyū', 'composer']"
Kenichi Ogata,65,M,1942-03-29,,/m/01wzs_q,13,Q2707888,Japanese actor and voice actor,Japan,"['seiyū', 'actor']"
Kaneto Shiozawa,64,M,1954-01-28,,/m/05bp8g,13,Q2447488,"Japanese actor, voice actor and narrator",Japan,"['seiyū', 'actor']"
Rica Matsumoto,63,F,1965-11-30,,/m/03_ny1,13,Q943714,"Japanese voice actress, actress and singer",Japan,"['singer', 'seiyū', 'actor', 'radio personality']"
Hiroko Emori,63,F,1961-01-27,,/m/04mv_z,13,Q3089633,Japanese voice actress,Japan,['seiyū']
Wakana Yamazaki,63,F,1965-03-21,,/m/04qy3c,13,Q2719755,Japanese voice actress,Japan,"['seiyū', 'actor']"
Yûji Ueda,61,M,1967-06-15,,/m/01wfs__,13,Q1196972,"Japanese actor, voice actor and singer",Japan,"['seiyū', 'actor', 'singer']"
Yukiko Iwai,57,F,1972-01-13,,/m/04028f,13,Q937873,Japanese voice actress,Japan,"['seiyū', 'actor']"
Tomokazu Seki,57,M,1972-09-08,,/m/01qvtwm,13,Q284401,"Japanese voice actor, actor and singer",Japan,"['seiyū', 'actor', 'singer', 'radio personality', 'narrator']"
Amy Birnbaum,57,F,1975-04-14,,/m/0b8pm3,13,Q4749112,American actress,United States of America,"['singer', 'voice actor']"
Masashi Hirose,53,M,1947-11-06,,/m/0cklqz,13,Q2000663,Japanese voice actor,Japan,['seiyū']
Hirotaka Suzuoki,51,M,1950-03-06,,/m/03cyxl,13,Q2002565,"Japanese actor, voice actor and narrator (1950-2006)",Japan,"['seiyū', 'actor', 'narrator']"
Dan Green,50,M,1975-02-07,,/m/075npt,13,Q4119907,California-born voice actor and director based in New York City,United States of America,"['voice actor', 'stage actor', 'screenwriter']"
Tetsuo Mizutori,49,M,1938-12-25,,/m/0dwpqq,13,Q7706902,Japanese voice actor (1938-2010),Japan,"['seiyū', 'impresario', 'actor']"
Yonehiko Kitagawa,49,M,1931-06-09,,/m/0dwpkj,13,Q8054922,"Japanese actor, voice actor and narrator",Japan,"['actor', 'seiyū']"
Nana Yamaguchi,49,F,1938-08-10,,/m/02rvmvb,13,Q6962323,Japanese actress and voice actress,Japan,"['seiyū', 'actor']"
Kazuhiko Inoue,49,M,1954-03-26,,/m/01qz69r,13,Q225654,"Japanese actor, voice actor and narrator",Japan,"['seiyū', 'actor']"
Kazuhiko Kishino,49,M,1934-02-14,,/m/0dwpfc,13,Q4260679,Japanese voice actor,Japan,"['actor', 'seiyū']"
Kotono Mitsuishi,48,F,1967-12-08,,/m/02t1dv,13,Q18735,"Japanese actress, voice actress and singer",Japan,"['singer', 'seiyū', 'actor', 'film actor', 'recording artist', 'radio personality', 'narrator']"
Megan Hollingshead,48,F,1968-09-22,,/m/0411ql,13,Q13560359,American voice actress,United States of America,"['actor', 'stage actor', 'voice actor']"
Mayumi Iizuka,47,F,1977-01-03,,/m/01mrp0m,13,Q228512,"Japanese actress, voice actress and J-pop singer",Japan,"['singer', 'seiyū', 'actor', 'child actor']"
Wataru Takagi,46,M,1966-07-25,,/m/03rlgn,13,Q945665,Japanese actor and voice actor,Japan,"['actor', 'seiyū']"
Megumi Ogata,46,F,1965-06-06,,/m/03bddh,13,Q254368,"Japanese actress, voice actress and singer",Japan,"['singer', 'seiyū', 'actor', 'television producer', 'voice actor', 'lyricist', 'radio personality']"
Colleen Clinkenbeard,41,F,1980-04-13,,/m/0ckm4x,13,Q2017211,American voice actress,United States of America,"['voice actor', 'actor', 'stage actor', 'television actor', 'film actor']"
Akiko Yajima,41,F,1967-05-04,,/m/03jmsw,13,Q2735707,Japanese voice actress,Japan,['seiyū']
Miki Narahashi,40,F,1960-01-25,,/m/04s7fc,13,Q3857508,Japanese voice actress,Japan,['seiyū']
Keiji Fujiwara,40,M,1964-10-05,,/m/04b_4y,13,Q1371733,Japanese actor and voice actor,Japan,"['seiyū', 'actor', 'director of audiography']"
Satomi Koorogi,40,F,1962-11-14,,/m/03b4vd,13,Q1142547,"Japanese actress, voice actress, singer and narrator",Japan,"['actor', 'seiyū', 'singer']"
Wayne Grayson,39,M,1974,,/m/05ntcv,13,Q2011799,American voice actor,United States of America,"['voice actor', 'stage actor']"
Takeshi Aono,39,M,1936-06-19,,/m/03gmdt,13,Q305233,"Japanese actor, voice actor and narrator (1936-2012)",Japan,"['seiyū', 'actor', 'television actor']"
Naoko Matsui,39,F,1961-04-04,,/m/09zw18,13,Q1193618,Japanese voice actress,Japan,['seiyū']
Bin Shimada,37,M,1954-11-20,,/m/042h0v,13,Q1323728,"Japanese actor, voice actor and narrator",Japan,"['actor', 'seiyū']"
Phillip Bartlett,37,M,1959-06-22,,/m/026b1rp,13,Q63759015,American actor,United States of America,"['voice actor', 'film actor', 'stage actor']"
Chisato Nakajima,36,F,,,/m/02qhzxb,13,Q5102055,Japanese voice actress,Japan,['seiyū']
Mami Koyama,35,F,1955-01-17,,/m/03h4j1,13,Q2468115,"Japanese actress, voice actress and narrator",Japan,"['seiyū', 'actor', 'narrator']"
Tesshō Genda,33,M,1948-05-20,,/m/08wh8b,13,Q2529130,"Japanese actor, voice actor and narrator",Japan,"['actor', 'seiyū']"
Junko Iwao,31,F,1970-02-18,,/m/03b9sy,13,Q242743,Japanese voice actress and singer,Japan,"['singer', 'seiyū', 'radio personality']"
Jerry Jewell,31,M,1976-07-30,,/m/0b7wjw,13,Q15493849,American voice actor,United States of America,"['voice actor', 'actor']"
Yūko Minaguchi,30,F,1966,,/m/04z4n0,13,Q1323704,Japanese voice actress,Japan,"['seiyū', 'actor']"
Laura Bailey,30,F,1981-05-28,,/m/091n7z,13,Q2364867,American voice actress,United States of America,"['actor', 'singer', 'television actor', 'voice actor', 'presenter', 'television producer']"
Eiji Kanie,29,M,1941-11-21,,/m/0dm4m5,13,Q5349213,Japanese actor and voice actor (1941-1985),Japan,"['actor', 'seiyū']"
Yuriko Yamaguchi,29,F,1965-11-21,,/m/03b51t,13,Q1324494,"Japanese voice actress, actress, narrator and singer",Japan,"['seiyū', 'actor', 'singer', 'narrator']"
Yuko Miyamura,28,F,1972-12-04,,/m/03brsc,13,Q2279779,"Japanese voice actress, actress and singer",Japan,"['actor', 'seiyū', 'singer', 'director of audiography', 'audio engineer', 'engineer', 'radio personality']"
Akio Ohtsuka,27,M,1959-11-24,,/m/03cbvc,13,Q418649,"Japanese voice actor, narrator and actor",Japan,"['seiyū', 'actor', 'narrator']"
Ryūsei Nakao,27,M,1951-02-05,,/m/03_p26,13,Q1352269,"Japanese actor, voice actor and singer",Japan,"['seiyū', 'actor', 'singer', 'child actor']"
Hisao Egawa,27,M,1962-09-13,,/m/04j5s3,13,Q1349299,Japanese voice actor,Japan,"['seiyū', 'actor']"
Bill Flynn,24,M,1948-12-13,,/m/02wz6bn,13,Q3644016,South African actor,South Africa,"['actor', 'film actor']"
Mark Stoddard,24,,,,/m/0gby8df,13,,,,
Atsuko Tanaka,24,F,1962-11-14,,/m/04nr8z,13,Q1208611,Japanese voice actress,Japan,"['seiyū', 'actor']"
Alison Viktorin,24,F,1981-02-01,,/m/0fps52,13,Q4727206,American voice actor,United States of America,"['voice actor', 'actor']"
Tetsuya Iwanaga,24,M,1970-06-24,,/m/03b9f5,13,Q987314,Japanese voice actor,Japan,"['seiyū', 'singer']"
Lisa Ortiz,24,F,1974-12-11,,/m/040qk3,13,Q3242438,American actress,United States of America,"['voice actor', 'stage actor']"
Cynthia Cranz,24,F,1969-03-03,,/m/0gps4j,13,Q5200039,American actress and voice actor,United States of America,['voice actor']
Mayumi Shō,23,F,1965-02-05,,/m/044fdt,13,Q3031438,Japanese voice actress,Japan,['seiyū']
Junko Takeuchi,23,F,1972-04-05,,/m/04qy4t,13,Q242493,Japanese actress and voice actress,Japan,"['seiyū', 'actor']"
Kerry Williams,23,F,1973,,/m/091w5p,13,Q3814767,American voice actress,United States of America,['voice actor']
Jimmy Zoppi,23,M,1954-03-08,,/m/0cb5dm,13,Q6201645,American voice actor,United States of America,"['singer', 'voice actor']"
Chie Nakamura,22,F,1979-05-14,,/m/0clf6l,13,Q2723018,Japanese voice actress,Japan,['seiyū']
Miki Ito,22,F,1962-10-21,,/m/03bkrc,13,Q1323148,Japanese voice actress,Japan,['seiyū']
Mike Pollock,21,M,1965-03-09,,/m/0bjm05,13,Q1827094,American voice actor,United States of America,"['voice actor', 'stage actor']"
Pete Kaplan,21,M,,,/m/0dyl81,13,,,,
Fumiko Orikasa,21,F,1974-12-27,,/m/01qypfn,13,Q49547,"Japanese actress, voice actress and singer",Japan,"['singer', 'seiyū', 'stage actor']"
Sarah Natochenny,20,F,1987-09-20,,/m/0fmg0n,13,Q468509,American voice actress,United States of America,"['voice actor', 'film editor', 'television actor', 'film actor']"
Toru Ohkawa,19,M,1960-02-28,,/m/06v30q,13,Q2663052,Japanese voice actor,Japan,"['seiyū', 'actor']"
Michele Knotz,19,F,,,/m/0cwf_x,13,Q12498487,American actress,United States of America,"['voice actor', 'actor']"
Bill Rogers,19,M,,,/m/0d9_tq,13,Q4910695,American voice actor,United States of America,['voice actor']
Ryotaro Okiayu,19,M,1969-11-17,,/m/03cznz,13,Q1199055,Japanese voice actor,Japan,"['seiyū', 'actor', 'blogger']"
Taro Yamaguchi,18,,1970-06-06,,/m/0h1tjt,13,Q11466747,Japanese voice actor,Japan,"['actor', 'seiyū']"
Osamu Saka,18,M,1930-11-07,,/m/0cfvwx,13,Q7105696,Japanese voice actor,Japan,"['actor', 'seiyū']"
Kazuki Yao,18,M,1959-06-17,,/m/01wvydk,13,Q166267,Japanese voice actor,Japan,"['seiyū', 'actor']"
Stuart Zagnit,18,M,1952-03-28,,/m/025_6k0,13,Q7627267,American actor,United States of America,"['actor', 'film actor', 'voice actor']"
Roger Kay,18,M,,,/m/0k1zr_,13,,,,
Takashi Onozuka,18,M,1974-02-01,,/m/0h1w4g,13,Q7677365,Japanese voice actor,Japan,['seiyū']
Tomiko Suzuki,18,F,1956-01-03,,/m/0g3630,13,Q1117893,Japanese voice actress (1956-2003),Japan,"['dub actor', 'seiyū', 'narrator']"
Shōzō Iizuka,17,M,1933-05-23,,/m/044xm5,13,Q2423016,"Japanese actor, voice actor and narrator",Japan,"['seiyū', 'actor']"
Jouji Nakata,15,M,1954-04-22,,/m/04bdp1,13,Q1372791,Japanese voice actor,Japan,"['seiyū', 'actor']"
Emily Bauer,15,F,1981-07-29,,/m/02vn2yr,13,Q5372051,American voice and stage actress,United States of America,"['stage actor', 'voice actor']"
Takehito Koyasu,15,M,1967-05-05,,/m/03cz9_,13,Q464348,"Japanese voice actor, singer and radio personality",Japan,"['seiyū', 'singer', 'radio personality', 'writer']"
Kumiko Watanabe,15,F,1965-10-07,,/m/03j3rmy,13,Q1317610,Japanese actress and voice actress,Japan,"['seiyū', 'actor']"
Toku Nishio,15,M,1939-09-12,,/m/0jyl6m,13,,,,
Ichirō Nagai,14,M,1931-05-10,,/m/03q66c,13,Q2271226,"Japanese actor, voice actor and narrator",Japan,"['actor', 'seiyū']"
Yumi Kakazu,14,F,1973-06-18,,/m/04bf4w,13,Q1373594,Japanese voice actress,Japan,['seiyū']
Masakazu Morita,14,M,1972-10-21,,/m/01tskh3,13,Q361574,"Japanese actor, voice actor and singer",Japan,"['actor', 'seiyū', 'singer']"
Romi Paku,14,F,1972-01-22,,/m/03dkz7,13,Q233902,"Japanese actress, voice actress and singer",Japan,"['actor', 'seiyū', 'singer']"
Aya Hisakawa,14,F,1968-11-12,,/m/0392kz,13,Q49573,Japanese voice actress and singer,Japan,"['singer', 'seiyū']"
Maile Flanagan,12,F,1965-05-19,,/m/094zvg,13,Q3333454,American actress,United States of America,"['television actor', 'stage actor', 'voice actor', 'film actor', 'screenwriter', 'film producer']"
Sabaru Kimura,12,M,,,/m/0k1bnf,13,,,,
Banjō Ginga,12,M,1948-11-12,,/m/04b_2d,13,Q1100537,"Japanese actor, voice actor and narrator",Japan,"['seiyū', 'actor']"
Megumi Oohara,12,F,,,/m/0k1bn6,13,Q9124812,Japanese seiyū,Japan,['seiyū']
Wasabi Mizuta,12,F,1974-08-04,,/m/0k1bn0,13,Q287166,Japanese voice actress (born 1974),Japan,"['seiyū', 'actor']"
Ken Gates,12,M,1961,,/m/0f71xw,13,Q11998175,American actor,United States of America,"['voice actor', 'writer']"
Kentaro Ito,12,M,1974-01-03,,/m/057tnv,13,Q1371708,voice actor from Japan born in 1974,Japan,"['seiyū', 'stage actor']"
Terri Hawkes,9,F,,,/m/09r7n2,13,Q3518753,Canadian actress,Canada,"['actor', 'screenwriter', 'voice actor']"
Etsuko Kozakura,9,F,1971-02-22,,/m/01tpzhj,13,,,,
Chikao Ohtsuka,9,M,1929-07-05,,/m/04f5__,13,Q1207010,"Japanese actor, voice actor and narrator (1929-2015)",Japan,"['actor', 'seiyū']"
Tomoko Kawakami,9,F,1970-04-25,,/m/01wgth3,13,Q592161,Japanese voice actress (1970-2011),Japan,['seiyū']
Yoichi Masukawa,9,M,1978-12-27,,/m/0dfdmq,13,Q2303904,Japanese voice actor,Japan,['seiyū']
Kae Araki,9,F,1966-11-06,,/m/03rlhs,13,Q774937,Japanese voice actress,Japan,['seiyū']
Noriaki Sugiyama,9,M,1976-03-09,,/m/07dw25,13,Q1152539,Japanese voice actor,Japan,"['seiyū', 'musician']"
Michie Tomizawa,7,F,1961-10-20,,/m/03bdg9,13,Q1324264,"Japanese actress, voice actress and singer",Japan,"['actor', 'seiyū', 'singer']"
Brina Palencia,7,F,1984-02-13,/m/03d26m9,/m/02pr540,13,Q4968175,American voice actress,United States of America,"['stage actor', 'television actor', 'voice actor']"
Shigeru Chiba,6,M,1954-02-04,,/m/03gwxp,13,Q2444815,Japanese actor and voice actor,Japan,"['actor', 'seiyū', 'director of audiography']"
Yutaka Nakano,6,,,,/m/0jyrlt,13,Q8062084,Japanese voice actor,Japan,"['actor', 'seiyū']"
Tom Wayland,6,M,,,/m/0dgxzf,13,Q7818005,American voice actor,United States of America,"['actor', 'voice actor', 'musician']"
Show Hayami,6,M,1958-08-02,,/m/03rl7s,13,Q1355841,Japanese voice actor,Japan,"['singer', 'seiyū', 'actor']"
Kazuyuki Sogabe,6,M,1948-04-16,,/m/0ch_yn,13,Q2447124,"Japanese actor, voice actor, musician and narrator",Japan,"['seiyū', 'actor', 'musician']"
Wendee Lee,4,F,1960-02-20,,/m/06v8s0,13,Q2642437,American voice actress,United States of America,"['film actor', 'voice actor', 'screenwriter', 'choreographer', 'film director', 'writer', 'theatrical director', 'television director']"
Keiko Han,4,F,1953-04-05,,/m/03bdbl,13,Q584678,"Taiwanese–Japanese actress, voice actress and western astrologer",Japan,"['astrologer', 'seiyū', 'actor']"
Unshou Ishizuka,4,M,1951-05-16,,/m/048cqm,13,Q1351041,"Japanese voice actor, narrator, director (1951-2018)",Japan,"['actor', 'seiyū', 'narrator', 'theatrical director']"
Emi Shinohara,4,F,1963-08-08,,/m/03b4xx,13,Q1324522,Japanese voice actress,Japan,"['seiyū', 'actor']"
Maaya Sakamoto,3,F,1980-03-31,,/m/01rmnp,13,Q235216,"Japanese actress, voice actress and singer",Japan,"['actor', 'seiyū', 'singer', 'television producer', 'radio personality', 'essayist']"
Rika Fukami,3,F,1963-08-08,,/m/03bkqm,13,Q1324613,Japanese voice actress,Japan,['seiyū']
Dave Wittenberg,3,M,1971-09-01,,/m/05q_mg,13,Q4115716,American voice actor,United States of America,"['screenwriter', 'actor', 'voice actor']"
Nachi Nozawa,3,M,1938-01-13,,/m/080kn0,13,Q1954570,"Japanese actor, voice actor, narrator and theatre director (1938-2010)",Japan,"['actor', 'theatrical director', 'seiyū', 'impresario']"
Akira Ishida,3,M,1967-11-02,,/m/02h8hr,13,Q418736,Japanese voice actor and actor,Japan,"['seiyū', 'actor', 'narrator', 'radio personality']"
Michelle Ruff,3,F,1967-09-27,,/m/0814k3,13,Q842585,American voice actress,United States of America,['voice actor']
Monica Rial,3,F,1975-10-05,,/m/066l3y,13,Q4115624,"American voice actress, ADR director and script writer",United States of America,"['voice actor', 'stage actor', 'screenwriter', 'film actor']"
Darren Dunstan,3,M,1972,,/m/0d2x7w,13,Q5224892,Canadian voice actor,Canada,['voice actor']
Fumihiko Tachiki,3,M,1961-04-29,,/m/03cx2x,13,Q1142856,"Japanese voice actor, narrator and singer",Japan,"['dub actor', 'seiyū', 'actor', 'narrator', 'radio personality']"
Chiwa Saitō,3,F,1981-03-12,,/m/04bdlw,13,Q50027,Japanese voice actress,Japan,"['seiyū', 'actor']"
Richard Ian Cox,3,M,1973-10-03,,/m/026h8y,13,Q721273,Canadian actor,Canada,"['television actor', 'film actor', 'voice actor', 'comedian', 'announcer']"
Luci Christian,3,F,1973-03-18,,/m/08p1gp,13,Q4115622,American voice actress and ADR script writer,United States of America,"['voice actor', 'stage actor', 'screenwriter', 'film actor']"
Hidekatsu Shibata,3,M,1937-03-25,,/m/0gdq4f,13,Q2735330,"Japanese actor, voice actor and narrator",Japan,"['seiyū', 'actor', 'impresario']"
J. Michael Tatum,3,M,1976-05-25,,/m/04f4wrf,13,Q6106552,American voice actor,United States of America,"['voice actor', 'actor', 'podcaster']"
Houko Kuwashima,3,F,1975-12-12,,/m/01kwh5j,13,Q239389,Japanese voice actress and singer,Japan,"['seiyū', 'singer']"
Marc Thompson,3,M,1970-11-19,,/m/0cjmbz,13,,,,
Jason Anthony Griffith,3,M,1980-11-26,,/m/08glff,13,Q3117090,American actor,United States of America,"['actor', 'voice actor', 'television actor']"
Mike McFarland,3,M,1970-07-14,,/m/0dccw0,13,Q3857424,American actor,United States of America,"['voice actor', 'dialogue writer', 'screenwriter']"
Sumi Shimamoto,3,F,1954-12-08,,/m/056q2j,13,Q584626,"Japanese actress, voice actress and narrator",Japan,"['seiyū', 'actor']"
Yukana Nogami,3,F,1975-01-06,,/m/03chnb,13,Q1333036,Japanese voice actress and singer affiliated with Sigma Seven,Japan,"['singer', 'seiyū']"
Kenyu Horiuchi,3,M,1957-07-30,,/m/03h4dt,13,Q1202136,Japanese voice actor,Japan,"['seiyū', 'actor']"
Marcello Mastroianni,118,M,1924-09-28,/m/0222qb,/m/015gjr,14,Q55469,Italian actor (1924–1996),Italy,"['actor', 'film actor']"
Michel Piccoli,71,M,1925-12-27,,/m/021t8p,14,Q295257,French actor (1925-2020),France,"['film actor', 'film director', 'screenwriter', 'stage actor', 'film producer', 'television actor']"
Catherine Deneuve,68,F,1943-10-22,/m/03ts0c,/m/0cbkc,14,Q106418,French actress,France,"['actor', 'film producer', 'film actor', 'model', 'singer', 'designer', 'voice actor']"
Gérard Depardieu,54,M,1948-12-27,/m/03ts0c,/m/0c9hm,14,Q106508,French Russian actor,Russia,"['film actor', 'stage actor', 'film director', 'film producer', 'television producer', 'businessperson', 'actor', 'voice actor']"
Mathieu Amalric,47,M,1965-10-25,/m/03ts0c,/m/02qmdqm,14,Q355835,French actor and film director,France,"['film director', 'screenwriter', 'stage actor', 'film actor', 'film producer', 'television actor']"
Alberto Sordi,37,M,1920-06-15,/m/0222qb,/m/019wlg,14,Q50003,"Italian actor, film director, voice actor, screenwriter and singer (1920-2003)",Italy,"['film director', 'stage actor', 'screenwriter', 'film actor', 'singer', 'dub actor', 'television actor', 'comedian', 'composer', 'actor', 'director']"
Leonor Silveira,34,F,1970-10-28,,/m/07m27d5,14,Q291450,Portuguese actress,Portugal,"['actor', 'film actor']"
Vittorio de Sica,33,M,1901-07-07,/m/0222qb,/m/07y_r,14,Q53004,Italian film director (1901-1974),Italy,"['film director', 'screenwriter', 'stage actor', 'film actor', 'actor', 'executive producer', 'film producer']"
Luís Miguel Cintra,32,M,1949-04-29,,/m/064m7xk,14,Q426979,"Portuguese actor, screenwriter",Portugal,"['actor', 'screenwriter', 'theatre critic', 'film actor', 'television actor']"
Vittorio Gassman,31,M,1922-09-01,/m/0222qb,/m/0c0qw,14,Q55452,Italian actor and director (1922-2000),Italy,"['film director', 'television actor', 'screenwriter', 'stage actor', 'film actor']"
Christian Clavier,31,M,1952-05-06,,/m/06tr6y,14,Q310692,French actor and screenwriter,France,"['film actor', 'comedian', 'screenwriter', 'film producer', 'film director', 'stage actor', 'television actor']"
Josiane Balasko,31,F,1950-04-15,,/m/04427g,14,Q437254,"French actress, film director, writer and screenwriter",France,"['actor', 'film director', 'screenwriter', 'writer', 'film actor']"
Diogo Doria,28,M,1953-04-16,,/m/07m27dw,14,Q1226838,actor,Portugal,"['stage actor', 'film actor']"
Philippe Noiret,28,M,1930-10-01,,/m/056z6_,14,Q106482,French actor,France,"['film actor', 'actor', 'cabaret artist', 'voice actor', 'comedian', 'stage actor']"
Nino Manfredi,27,M,1921-03-22,/m/0222qb,/m/036_p5,14,Q55456,Italian actor (1921-2004),Italy,"['comedian', 'film director', 'screenwriter', 'playwright', 'singer', 'writer', 'dub actor', 'film actor', 'stage actor', 'television presenter', 'television actor']"
Romy Schneider,27,F,1938-09-23,,/m/0144k5,14,Q78469,German-French actress (1938–1982),France,"['film actor', 'stage actor']"
Michel Blanc,26,M,1952-04-16,,/m/03f1gh6,14,Q1398256,"French actor, film director and screenwriter",France,"['screenwriter', 'actor', 'film director', 'film actor', 'television actor']"
Thierry Lhermitte,26,M,1952-11-24,,/m/0cfrmn,14,Q548400,"French actor, director and screenwriter",France,"['comedian', 'film director', 'screenwriter', 'stage actor', 'film actor', 'actor', 'film producer']"
Sophia Loren,25,F,1934-09-20,/m/0222qb,/m/01qq_lp,14,Q43252,Italian actress,Italy,"['actor', 'model', 'singer', 'autobiographer', 'beauty pageant contestant', 'film actor', 'voice actor']"
Sabine Azéma,24,F,1949-09-20,,/m/0fygvb,14,Q106592,French actress,France,"['actor', 'film director', 'film actor']"
Silvana Mangano,24,F,1930-04-21,/m/0222qb,/m/01y5v5,14,Q106919,Italian actress (1930-1989),Italy,"['model', 'film actor']"
Jean Gabin,24,M,1904-05-17,,/m/0479kh,14,Q23842,"French actor, recording artist (1904-1976)",France,"['film actor', 'singer', 'screenwriter', 'recording artist']"
Marie-Anne Chazel,23,F,1951-09-19,,/m/03cjgg_,14,Q459676,French actress and screenwriter,France,"['film director', 'screenwriter', 'film actor']"
Hippolyte Girardot,22,M,1955-10-10,/m/03ts0c,/m/047m4k5,14,Q1620037,French actor,France,"['actor', 'screenwriter', 'film actor', 'television actor', 'film director']"
Alain Delon,21,M,1935-11-08,/m/03ts0c,/m/01syr4,14,Q106529,French actor and producer,France,"['actor', 'screenwriter', 'film director', 'military personnel', 'stage actor', 'film actor', 'film producer', 'television actor']"
Michel Vuillermoz,20,M,1962-12-18,,/m/07r9f6x,14,Q1930952,French actor,France,"['actor', 'screenwriter', 'stage actor']"
Pierre Arditi,20,M,1944-12-01,,/m/0cr2py,14,Q123135,French actor,France,"['audiobook narrator', 'dub actor', 'stage actor', 'film actor']"
Ugo Tognazzi,20,M,1922-03-23,,/m/0ckl38,14,Q55468,"Italian film and theatre actor, director and screenwriter (1922-1990)",Italy,"['film director', 'actor', 'writer', 'screenwriter', 'film actor', 'recording artist']"
Chiara Mastroianni,19,F,1972-05-28,/m/03ts0c,/m/07ghvl,14,Q283317,French actress,France,"['actor', 'singer', 'musician', 'film actor']"
Jeanne Moreau,19,F,1928-01-23,/m/03ts0c,/m/03d0ns,14,Q106099,"French actress, singer, screenwriter and director (1928-2017)",France,"['film actor', 'film director', 'singer', 'screenwriter', 'musician', 'film producer', 'stage actor', 'actor', 'recording artist']"
Gérard Jugnot,18,M,1951-05-04,,/m/03xn8xg,14,Q728158,French actor and cinematographer,France,"['actor', 'film director', 'screenwriter', 'stage actor', 'film actor', 'film producer']"
Claudia Cardinale,18,F,1938-04-15,/m/0fj1k9,/m/01j5sv,14,Q107006,Italian actress,Italy,"['film actor', 'actor']"
Magda Schneider,17,F,1909-05-17,,/m/05q8d9m,14,Q62327,German actress (1909–1996),Germany,"['actor', 'singer', 'film actor', 'stage actor', 'musician']"
Josef Meinrad,17,M,1913-04-21,,/m/036smf,14,Q85467,Austrian actor,Austria,"['stage actor', 'film actor', 'film director']"
Dominique Lavanant,17,F,1944-05-24,,/m/047r9kq,14,Q440234,French actress,France,"['actor', 'screenwriter', 'stage actor', 'film actor']"
Memmo Carotenuto,16,M,1908-07-24,,/m/05p40xh,14,Q553941,Italian actor (1908-1980),Italy,"['stage actor', 'film actor']"
Denis Podalydès,16,M,1963-04-22,,/m/08068rx,14,Q1187592,"French actor, theatre director, writer and screenwriter",France,"['actor', 'writer', 'theatrical director', 'screenwriter', 'audiobook narrator', 'musician', 'voice actor', 'stage actor', 'film actor', 'film director']"
Isabel Ruth,16,F,1940-04-06,,/m/080h6jz,14,Q512420,actress,Portugal,"['actor', 'film actor']"
Gustav Knuth,15,M,1901-07-07,,/m/05fbmsc,14,Q69382,actor (1901-1987),Germany,"['politician', 'film actor', 'stage actor']"
Karlheinz Böhm,15,M,1928-03-16,,/m/05nzlg,14,Q78928,Austrian actor,Austria,"['stage actor', 'film actor', 'actor', 'philanthropist', 'activist']"
Vilma Degischer,15,F,1911-11-17,,/m/07p54sm,14,Q89761,actress (1911-1992),Austria,"['stage actor', 'film actor']"
Danielle Darrieux,15,F,1917-05-01,,/m/04r89g,14,Q234149,French actress and singer,France,"['singer', 'stage actor', 'film actor', 'actor']"
Michael Lonsdale,14,M,1931-05-24,,/m/08sz0k,14,Q346540,British actor,France,"['actor', 'television actor', 'film actor', 'stage actor', 'writer', 'theatrical director', 'painter']"
Stéphane Audran,14,F,1932-11-08,,/m/04dgp4,14,Q32439,French actress,France,"['audiobook narrator', 'film actor']"
Emmanuelle Devos,14,F,1964-05-10,/m/03ts0c,/m/02z752k,14,Q241043,French actress,France,"['actor', 'stage actor', 'film actor']"
Jean-Pierre Léaud,13,M,1944-05-28,,/m/01sm0m,14,Q295834,French actor,France,"['film director', 'screenwriter', 'film actor']"
Stefania Sandrelli,13,F,1946-06-05,/m/0222qb,/m/0cv0r5,14,Q238547,Italian actress,Italy,"['film actor', 'film director']"
Maurice Ronet,13,M,1927-04-13,,/m/026sp5z,14,Q965584,French actor,France,"['film director', 'film actor', 'screenwriter', 'film producer']"
Melvil Poupaud,12,M,1973-01-26,/m/03ts0c,/m/0fbh1y,14,Q1339485,"French actor, author and filmmaker",France,"['film director', 'screenwriter', 'composer', 'guitarist', 'film actor', 'cinematographer', 'film editor', 'television actor']"
Gina Lollobrigida,12,F,1927-07-04,/m/0222qb,/m/01qrlx,14,Q56009,Italian actress,Italy,"['actor', 'photographer', 'sculptor', 'journalist', 'film actor']"
