Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community
Danny Huston,3,M,1962-05-14,,/m/07vc_9,9
Chris Marquette,3,M,1984-10-03,,/m/08h9mj,9
Deep Roy,3,M,1957-12-01,,/m/06y7fb,9
Jimmy Nail,3,M,1954-03-16,,/m/01lfz2h,9
John Standing,3,M,1934-08-16,/m/02w7gg,/m/0ckrdp,9
David Ryall,3,M,1935-01-05,,/m/02zb7y8,9
Eva Green,3,F,1980-07-05,/m/03ts0c,/m/02tt1k,9
Douglas Henshall,3,M,1965-11-19,,/m/09x19f,9
Ian McElhinney,3,M,1948,,/m/0k57lx,9
Jeffrey Wright,3,M,1965-12-07,/m/0x67,/m/059_gf,9
Steven Robertson,3,M,1980,/m/03lmx1,/m/07nsml,9
Liam Cunningham,3,M,1961-06-02,/m/03bkbh,/m/06z_w1,9
Paul Rogers,3,M,1917-03-22,,/m/0gmrk4,9
Tony Robinson,3,M,1946-08-15,,/m/0fwxm,9
Djimon Hounsou,3,M,1964-04-24,/m/0x67,/m/02d45s,9
Corin Redgrave,3,M,1939-07-16,,/m/04y44g,9
Freddie Jones,3,M,1927-09-12,,/m/01dhrv,9
Lena Headey,3,F,1973-10-03,/m/0d7wh,/m/06mnbn,9
Felicity Jones,3,F,1983-10-17,/m/02w7gg,/m/0cb7s6,9
Marton Csokas,3,M,1966-06-30,/m/02jvpv,/m/03k8_c,9
Penelope Wilton,3,F,1946-06-03,,/m/017gxw,9
Gino Pernice,3,,,,/m/0bx63x4,9
Andrew Shim,3,M,1983-08-18,/m/0d7wh,/m/02vlf31,9
Greg Kinnear,3,M,1963-06-17,/m/07hwkr,/m/02t_st,9
Jose Bodalo,3,M,1916-03-24,,/m/04cqm3_,9
Adrian Dunbar,3,M,1958-08-01,,/m/0743kq,9
John Simm,3,M,1970-07-10,,/m/025dmd6,9
Kevin McKidd,3,M,1973-08-09,/m/03lmx1,/m/057rzb,9
Julian Rhind-Tutt,3,M,1968-07-20,,/m/04xp0k,9
Natasha Little,3,F,1969-10-02,,/m/026w9_3,9
David Tennant,3,M,1971-04-18,/m/03lmx1,/m/05m7zg,9
Catherine McCormack,3,F,1972-04-03,/m/02w7gg,/m/01pd3f,9
Michael Kitchen,3,M,1948-10-31,,/m/05g0fh,9
Stephen McCole,3,M,,,/m/05q9ywl,9
James McAvoy,3,M,1979-04-21,/m/03lmx1,/m/06mnps,9
Marcello Mastroianni,121,M,1924-09-28,/m/0222qb,/m/015gjr,10
Michel Piccoli,72,M,1925-12-27,,/m/021t8p,10
Catherine Deneuve,71,F,1943-10-22,/m/03ts0c,/m/0cbkc,10
Gérard Depardieu,58,M,1948-12-27,/m/03ts0c,/m/0c9hm,10
Louis de Funès,57,M,1914-07-31,,/m/022dln,10
Mathieu Amalric,47,M,1965-10-25,/m/03ts0c,/m/02qmdqm,10
Alberto Sordi,37,M,1920-06-15,/m/0222qb,/m/019wlg,10
Vittorio de Sica,37,M,1901-07-07,/m/0222qb,/m/07y_r,10
Leonor Silveira,35,F,1970-10-28,,/m/07m27d5,10
Luís Miguel Cintra,34,M,1949-04-29,,/m/064m7xk,10
Christian Clavier,34,M,1952-05-06,,/m/06tr6y,10
Vittorio Gassman,32,M,1922-09-01,/m/0222qb,/m/0c0qw,10
Josiane Balasko,31,F,1950-04-15,,/m/04427g,10
Sophia Loren,31,F,1934-09-20,/m/0222qb,/m/01qq_lp,10
Nino Manfredi,28,M,1921-03-22,/m/0222qb,/m/036_p5,10
Diogo Doria,28,M,1953-04-16,,/m/07m27dw,10
Philippe Noiret,28,M,1930-10-01,,/m/056z6_,10
Jean Gabin,28,M,1904-05-17,,/m/0479kh,10
Romy Schneider,27,F,1938-09-23,,/m/0144k5,10
Thierry Lhermitte,26,M,1952-11-24,,/m/0cfrmn,10
Michel Blanc,26,M,1952-04-16,,/m/03f1gh6,10
Sabine Azéma,25,F,1949-09-20,,/m/0fygvb,10
Silvana Mangano,24,F,1930-04-21,/m/0222qb,/m/01y5v5,10
Marie-Anne Chazel,23,F,1951-09-19,,/m/03cjgg_,10
Hippolyte Girardot,22,M,1955-10-10,/m/03ts0c,/m/047m4k5,10
Claudia Cardinale,22,F,1938-04-15,/m/0fj1k9,/m/01j5sv,10
Pierre Arditi,21,M,1944-12-01,,/m/0cr2py,10
Michel Galabru,21,M,1922-10-27,,/m/0ff1qp,10
Alain Delon,21,M,1935-11-08,/m/03ts0c,/m/01syr4,10
Michel Vuillermoz,20,M,1962-12-18,,/m/07r9f6x,10
Ugo Tognazzi,20,M,1922-03-23,,/m/0ckl38,10
Jeanne Moreau,19,F,1928-01-23,/m/03ts0c,/m/03d0ns,10
Chiara Mastroianni,19,F,1972-05-28,/m/03ts0c,/m/07ghvl,10
Gérard Jugnot,18,M,1951-05-04,,/m/03xn8xg,10
Michèle Morgan,17,F,1920-02-29,,/m/056906,10
Dominique Lavanant,17,F,1944-05-24,,/m/047r9kq,10
Josef Meinrad,17,M,1913-04-21,,/m/036smf,10
Magda Schneider,17,F,1909-05-17,,/m/05q8d9m,10
Danielle Darrieux,16,F,1917-05-01,,/m/04r89g,10
Isabel Ruth,16,F,1940-04-06,,/m/080h6jz,10
Denis Podalydès,16,M,1963-04-22,,/m/08068rx,10
Memmo Carotenuto,16,M,1908-07-24,,/m/05p40xh,10
Jean-Pierre Léaud,16,M,1944-05-28,,/m/01sm0m,10
Jean Lefebvre,15,M,1919-10-03,,/m/03dh26,10
Vilma Degischer,15,F,1911-11-17,,/m/07p54sm,10
Karlheinz Böhm,15,M,1928-03-16,,/m/05nzlg,10
Gustav Knuth,15,M,1901-07-07,,/m/05fbmsc,10
Christian Marin,15,M,1929-02-08,,/m/0j_tzk,10
Jean Marais,15,M,1913-12-11,,/m/01vgxq,10
Stéphane Audran,14,F,1932-11-08,,/m/04dgp4,10
Michael Lonsdale,14,M,1931-05-24,,/m/08sz0k,10
Emmanuelle Devos,14,F,1964-05-10,/m/03ts0c,/m/02z752k,10
Stefania Sandrelli,13,F,1946-06-05,/m/0222qb,/m/0cv0r5,10
Simone Signoret,13,F,1921-03-25,/m/041rx,/m/0gsj2,10
Milena Vukotic,13,F,1938-04-23,,/m/0kst4t,10
Maurice Ronet,13,M,1927-04-13,,/m/026sp5z,10
Gina Lollobrigida,13,F,1927-07-04,/m/0222qb,/m/01qrlx,10
Renato Salvatori,12,M,1933-03-20,,/m/0bq4zr,10
Nathalie Baye,12,F,1948-07-06,,/m/0d9mt_,10
Genevieve Grad,12,F,1944-07-05,,/m/04lgm0v,10
Melvil Poupaud,12,M,1973-01-26,/m/03ts0c,/m/0fbh1y,10
Ninetto Davoli,12,M,1948-10-11,,/m/02pkvd3,10
Yves Montand,11,M,1921-10-13,,/m/0j976,10
Lambert Wilson,11,M,1958-08-03,,/m/053qgk,10
Marisa Merlini,11,F,1923-08-06,,/m/04gq20z,10
Michel Bouquet,10,M,1925-11-06,,/m/0j_psr,10
André Dussollier,10,M,1946-02-17,,/m/0fykjb,10
Jean Rochefort,10,M,1930-04-29,,/m/04z2qx,10
Julien Bertheau,10,M,1910-06-19,,/m/0j_tx0,10
Jean-Claude Brialy,9,M,1933-03-30,,/m/0dfl_1,10
Jean-Pierre Marielle,9,M,1932-04-12,,/m/09g1zb,10
Leopoldo Trieste,9,M,1917-05-03,,/m/02qjw8j,10
Romolo Valli,9,M,1925-02-07,,/m/0ctwtk,10
José Pinto,9,M,1929,,/m/0bggsp9,10
Tina Pica,9,F,1884-03-31,,/m/03h55_p,10
Ricardo Trêpa,9,M,1972-10-28,,/m/07m27fk,10
Paolo Stoppa,9,M,1906-06-06,,/m/02qqhk5,10
Claudio Gora,9,M,1913-07-27,,/m/02x4nkz,10
Michel Simon,9,M,1895-04-09,,/m/0d3gd0,10
Riccardo Garrone,9,M,1926-01-01,,/m/05q9cbr,10
Ruy de Carvalho,8,M,1927-03-01,,/m/0bntk18,10
John Malkovich,8,M,1953-12-09,/m/0ffjqy,/m/017r13,10
Franco Citti,8,M,1938-04-23,,/m/0fnt89,10
Henri Attal,7,,,,/m/0bvb0kv,10
Benoît Poelvoorde,7,M,1964-09-22,,/m/037b56,10
Totò,7,M,1898-02-15,/m/0222qb,/m/017_72,10
Miguel Guilherme,7,M,1958-11-15,,/m/03c9_gs,10
Anne Consigny,7,F,1963-05-25,/m/03ts0c,/m/05fbd9p,10
Mylène Demongeot,7,F,1935-09-29,,/m/026fs0j,10
Giovanna Ralli,7,F,1935-01-02,,/m/02qh9tw,10
Bulle Ogier,7,F,1939-08-09,,/m/063k6z,10
Fanny Ardant,7,F,1949-03-22,,/m/014jxq,10
Serge Reggiani,7,M,1922-05-02,,/m/03h623,10
Claude Gensac,7,F,1927-03-01,,/m/0j_v2c,10
Bernard Blier,6,M,1916-01-11,,/m/06pm4c,10
Gaston Modot,6,M,1887-12-31,,/m/04jmb7q,10
Virna Lisi,6,F,1936-11-08,,/m/09g_k5,10
Jean Carmet,6,M,1920-04-25,,/m/02fr73,10
Pier Paolo Pasolini,6,M,1922-03-05,/m/0222qb,/m/016hvl,10
Françoise Arnoul,6,F,1931-06-03,,/m/03wfjh1,10
Lando Buzzanca,6,M,1935-09-25,,/m/0bk6hs,10
Jean Reno,6,M,1948-07-30,,/m/09jms,10
Fernandel,6,M,1903-05-08,,/m/0jpzg,10
Jean-Paul Belmondo,6,M,1933-04-09,,/m/0cbkw,10
Jeremy Irons,6,M,1948-09-19,/m/02w7gg,/m/016ywr,10
Samir Guesmi,6,M,1967-10-07,,/m/0bgk78g,10
René Génin,6,M,1890-01-25,,/m/05b_5n4,10
Marie-France Pisier,6,F,1944-05-10,,/m/01zvw2,10
Sophie Marceau,6,F,1966-11-17,/m/03ts0c,/m/0brhd,10
Jean Servais,6,M,1910-09-24,,/m/07bgvk,10
Jean-Louis Trintignant,6,M,1930-12-11,/m/03ts0c,/m/014dy_,10
Jacques Perrin,6,M,1941-07-13,/m/03ts0c,/m/0794vn,10
Paul Frankeur,6,M,1905-06-29,,/m/02802dx,10
Albert Préjean,4,M,1894-10-27,,/m/09g8bny,10
Juliet Berto,4,F,1947-01-16,,/m/026yhzm,10
Ivan Desny,4,M,1922-12-28,,/m/043l4wc,10
Sami Frey,4,M,1937-10-13,,/m/02rjmx3,10
Peppino De Filippo,4,M,1903-08-24,,/m/08392m,10
Anouk Aimée,4,F,1932-04-27,/m/03ts0c,/m/0148x0,10
Miou-Miou,4,F,1950-02-22,,/m/03d22m,10
Delphine Seyrig,4,F,1932-04-10,,/m/02s9wl,10
Paul Crauchet,4,M,1920-07-14,,/m/09v2h98,10
Isabelle Adjani,4,F,1955-06-27,/m/013xrm,/m/01q8fxx,10
Raf Vallone,4,M,1916-02-17,,/m/027kz70,10
Suzanne Flon,3,F,1918-01-28,,/m/03qfg6n,10
Franco Fabrizi,3,M,1926-02-15,,/m/02qln90,10
Dominique Zardi,3,,,,/m/0j_pt8,10
Daniel Auteuil,3,M,1950-01-24,,/m/01vwr9,10
Vernon Dobtcheff,3,M,1934-08-14,,/m/09dkrz,10
Caterina Boratto,3,F,1915-03-15,,/m/04lgxzh,10
Jean-Paul Roussillon,3,M,1931-03-05,/m/03ts0c,/m/09gcv3s,10
Silvio Bagolini,3,M,1914-08-04,,/m/05p27c2,10
Hélène Surgère,3,F,1928-10-20,,/m/0bv8_gp,10
Michel Robin,3,M,1930-10-13,,/m/05zynl0,10
Bourvil,3,M,1917-07-27,,/m/02b85w,10
Monique Chaumette,3,F,1927-04-04,,/m/0bwb7yq,10
Paul Meurisse,3,M,1912-12-21,,/m/080gr3s,10
Fabrice Luchini,3,M,1951-11-01,,/m/09kqsj,10
Giulietta Masina,3,F,1921-02-22,,/m/05r24b,10
Claude Rich,3,M,1929-02-08,,/m/04n45zd,10
Noémie Lvovsky,3,F,1964-12-14,/m/03ts0c,/m/07kjp0t,10
Sergio Rubini,3,M,1959-12-21,,/m/0ksmn2,10
Adolfo Celi,3,M,1922-07-27,,/m/07qbkb,10
Roland Blanche,3,M,1943-12-31,,/m/0bhgq4x,10
Guglielmo Barnabò,3,M,1888-05-11,,/m/04gk6hm,10
Viviane Romance,3,F,1912-07-04,,/m/04tbk0,10
Tamara Lees,3,F,1924-12-14,,/m/05p66l0,10
Pierre Renoir,3,M,1885-03-21,,/m/04cr1x,10
Miranda Campa,3,F,1914-01-31,,/m/0gc2n5d,10
Alain Cuny,3,M,1908-07-12,,/m/02q2y2l,10
Paolo Villaggio,3,M,1932-12-30,,/m/06xxvb,10
Sandra Milo,3,F,1935-03-11,,/m/0cjjsx,10
Gino Cervi,3,M,1901-05-03,,/m/078gjr,10
Cosetta Greco,3,F,1930-10-08,,/m/05pbxmf,10
Christine Pascal,3,F,1953-11-29,,/m/02qkkyy,10
Checco Durante,3,M,1893-11-19,,/m/04jbvyg,10
Clara Colosimo,3,F,1922-05-23,,/m/0641wm9,10
Louis Garrel,3,M,1983-06-14,,/m/05y4f_,10
Andrea Checchi,3,M,1916-10-21,,/m/03ccqcb,10
Ave Ninchi,3,F,1915-12-14,,/m/0bygf_,10
Pierre Clémenti,3,M,1942-09-28,,/m/0f6n2q,10
Giacomo Rondinella,3,M,1923-08-30,,/m/01w8_rc,10
Raymond Pellegrin,3,M,1925-01-01,,/m/0dkcx2,10
Gérard Philipe,3,M,1922-12-04,,/m/02nxzk,10
Mario David,3,M,1927-08-09,,/m/0ck4_rb,10
Dominique Sanda,3,F,1951-03-11,,/m/0994nv,10
Tecla Scarano,3,F,1894-08-20,,/m/04jm_wd,10
Paolo Panelli,3,M,1925-07-15,,/m/05p8t52,10
Nathalie Richard,3,F,1963-01-06,/m/03ts0c,/m/0fd_xs,10
Tchéky Karyo,3,M,1953-10-04,/m/03ts0c,/m/04v_8d,10
Sinéad Cusack,3,F,1948-02-18,/m/03bkbh,/m/04wycw,10
Jean Bouise,3,M,1929-06-03,,/m/03c67_y,10
Salvo Randone,3,M,1906-09-25,,/m/05p11z3,10
Enrico Viarisio,3,M,1897-12-03,,/m/096qhw,10
Dora Doll,3,F,1922-05-19,,/m/0b9qh7,10
Helmut Berger,3,M,1944-05-29,,/m/07pnlb,10
Malik Zidi,3,M,1975-02-14,,/m/0536dfr,10
Claude Jade,3,F,1948-10-08,,/m/01s9f4,10
René Bergeron,3,M,1890-10-07,,/m/0bpjjqj,10
Jean Richard,3,M,1921-04-18,,/m/0468x,10
Roger Hanin,3,M,1925-10-20,,/m/05h84g,10
Enzo Garinei,3,M,1926-05-04,,/m/04gpr1r,10
Bernadette Lafont,3,F,1938-10-26,,/m/02vrfhl,10
Robert Le Vigan,3,,,,/m/0bpjjwf,10
Saro Urzì,3,M,1913-02-24,,/m/02rk6cg,10
Charles Denner,3,M,1926-05-29,,/m/02721k6,10
Pierre Mingand,3,M,1900-06-02,,/m/0gc3yqm,10
Bouli Lanners,3,M,1965-05-20,,/m/0282b9n,10
Louis Jouvet,3,M,1887-12-24,,/m/039nm5,10
Jagathi Sreekumar,905,M,1951-01-05,,/m/048svj,11
Mohanlal,831,M,1960-05-21,/m/0dryh9k,/m/02fbpz,11
Mammootty,787,M,1951-09-07,/m/04mvp8,/m/02hkv5,11
Nedumudi Venu,603,M,1948-05-22,/m/04mvp8,/m/02hkw6,11
Thilakan,489,M,1935-12-10,/m/0dryh9k,/m/02hkvw,11
Innocent Vincent,457,M,1948-02-28,/m/04mvp8,/m/09dv49,11
Suresh Gopi,396,M,1959-06-26,/m/046cwm,/m/05j12n,11
Salim Kumar,392,M,1968-06-10,/m/0dryh9k,/m/0288crq,11
Jayaram,354,M,1965-12-10,,/m/075p0r,11
Mukesh,346,M,1960-10-21,/m/048sp5,/m/0bwqq2,11
Siddique,341,M,1964,/m/0dryh9k,/m/02r99xw,11
Sreenivasan,310,M,1956-04-06,/m/046cwm,/m/05gc0h,11
Sukumari,289,F,1940-10-06,/m/0dryh9k,/m/0fy2s1,11
Dileep,287,M,1968-10-27,/m/0dryh9k,/m/04m_kpx,11
Jagadish,272,M,1958-06-12,,/m/026xrvd,11
K.P.A.C. Lalitha,251,F,1950-02-25,,/m/03gvb83,11
Saikumar,247,M,1963-05-19,/m/04mvp8,/m/02pp77c,11
Manianpilla Raju,239,M,1955,/m/0dryh9k,/m/047twb3,11
Cochin Haneefa,234,M,1951-04-22,/m/0dryh9k,/m/0f2c8g,11
Biju Menon,225,M,1970-09-09,,/m/0g9d5d,11
Prithviraj Sukumaran,222,M,1982-10-16,/m/0dryh9k,/m/0cqcgj,11
Jayasurya,219,M,1978-08-31,,/m/0d_7dt,11
Murali,218,M,1954-05-25,/m/04mvp8,/m/02qy3py,11
Kalabhavan Mani,196,M,1971-01-01,,/m/0g6m_k,11
Janardhanan,177,M,1946,,/m/09v4c6p,11
Suraj Venjaramood,165,M,1976-09-17,,/m/06zljgt,11
Kavya Madhavan,156,F,1984-09-19,/m/071drf,/m/041x3p,11
Indrans,156,M,,/m/04mvp8,/m/043pdp7,11
Vijayaraghavan,155,M,,,/m/04mz092,11
Rajan P. Dev,141,M,1951-05-29,/m/0dryh9k,/m/027kf24,11
M. G. Soman,140,M,1941-09-24,,/m/07l4md,11
Oduvil Unnikrishnan,140,M,1944-02-13,/m/04mvp8,/m/0fy36n,11
Mamukkoya,139,M,1946-07-05,/m/04mvp8,/m/02885zc,11
Urvashi,137,F,1967-01-25,,/m/0gdhty,11
Lalu Alex,136,M,1953-03-26,/m/04mvp8,/m/06zj_ms,11
Kaviyoor Ponnamma,136,F,1939-09-10,,/m/0cbnpp,11
Prem Nazir,125,M,1926-04-07,,/m/02mbjf,11
Kunchacko Boban,121,M,1976-11-02,,/m/0d_9jh,11
Adoor Bhasi,117,M,1927-03-02,,/m/02qfs7p,11
Bhavana Menon,114,F,1986-06-06,,/m/08k_ts,11
Shobana,112,F,1970-03-21,,/m/03c54v,11
Manoj K. Jayan,112,M,1966-07-26,/m/048sp5,/m/0g9dqx,11
Lizy,110,F,,,/m/06zp8lh,11
Indrajith,107,M,1980-12-17,,/m/0gvbc_,11
Sankaradi,106,M,1924,,/m/051v__g,11
Samvrutha Sunil,106,F,1986-10-31,/m/04mvp8,/m/0g8gg6,11
Narendra prasad,101,M,1946-12-26,,/m/0g0rp8,11
Navya Nair,101,F,1985-10-14,/m/0dryh9k,/m/053xk1,11
Devan,98,M,,/m/0dryh9k,/m/0cnxgv3,11
Parvathy Jayaram,97,F,1970-04-07,,/m/0cv7_0,11
Rahman,96,M,1967-05-23,/m/0dryh9k,/m/025y5tc,11
Thikkurissy Sukumaran Nair,93,M,1916-10-16,,/m/03d4f8z,11
Geetha,91,F,1962-07-14,/m/0dryh9k,/m/0g2666,11
Kuthiravattam Pappu,87,M,1936,,/m/02885dh,11
Ashokan,86,M,,,/m/0bh85l4,11
Harisree Ashokan,82,M,1964-12-28,,/m/0f_l16,11
Madhu,82,M,1933-09-23,,/m/08_m50,11
Seema,72,F,1957-05-22,/m/0dryh9k,/m/026xr4r,11
Padmapriya Janakiraman,69,F,1980-02-28,/m/01rv7x,/m/0cb1h4,11
Lal,67,M,1958-12-02,/m/0dryh9k,/m/03c_pqj,11
Kalpana,64,F,1965-06-05,/m/0dryh9k,/m/03hhycl,11
Sukumaran,61,M,1945-03-18,,/m/07l4hv,11
Jayabharathi,60,F,1953,,/m/05f7x67,11
Shweta Menon,58,F,1974-04-10,/m/0dryh9k,/m/02pk1p8,11
Shankar,57,M,1960-06-22,,/m/02qrfmd,11
Menaka,56,F,,,/m/05m_1nb,11
Bharath Gopi,56,M,1937-11-08,,/m/0drvhb,11
Sheela,56,F,1949-03-24,/m/0dryh9k,/m/027n__f,11
Balan K. Nair,55,M,1933-04-04,,/m/02rrr2,11
Sudheesh,52,M,1975,,/m/0g542xf,11
Raghu,51,M,1953-10-06,/m/04mvp8,/m/047f71z,11
Vineeth,50,M,1969-08-23,,/m/0h2k1w,11
Jaffer Idukki,49,M,,/m/0dryh9k,/m/0gcx8vh,11
Meera Jasmine,48,F,1982-02-15,/m/0dryh9k,/m/05qtrd,11
Ramu,47,M,,,/m/0gc4ppt,11
Shivaji Guruvayoor,46,M,,,/m/0gc8_0j,11
Captain Raju,46,M,,,/m/03h2shl,11
Gopika,45,F,1985-02-01,/m/04mvp8,/m/0fzvv6,11
K. P. Ummer,44,M,1930-10-11,,/m/047b9pc,11
Philomina,39,F,1926,,/m/05myqkn,11
Sathyaneshan Nadar,38,M,1912-11-09,,/m/027n_w_,11
Babu Antony,37,M,1966-02-22,/m/04mvp8,/m/02r2xrt,11
Ratheesh,37,M,1946-07-15,,/m/03b_0nt,11
Balachandran Chullikadu,37,M,1957-07-30,/m/0dryh9k,/m/0gc8679,11
Lakshmi Rai,35,F,1989-05-05,/m/074w_m,/m/02pnknk,11
Bahadur,34,M,1930,,/m/02qftvr,11
Sharada Urvashi,34,F,1945-06-12,/m/09m6hr,/m/027qftc,11
Sindhu Menon,30,F,1985-06-17,/m/04mvp8,/m/064nrky,11
Bindu Panicker,28,F,,,/m/09ggh1v,11
Sreenath,28,M,1956-08-26,/m/04mvp8,/m/0br_twh,11
Manju Warrier,27,F,1978-11-01,,/m/08pcth,11
Poornima Jayaram,25,F,1965-11-02,,/m/04jkysx,11
Vineeth Kumar,24,M,,,/m/0jt5k0,11
Radhika,24,F,,,/m/0j_jr96,11
Madhu Warrier,24,M,,,/m/0gc63hz,11
N. F. Varghese,24,M,1949,,/m/04n4yc3,11
Manikuttan,22,M,,/m/0dryh9k,/m/0dw23r,11
Ann Augustine,21,F,1988-07-30,,/m/0ch17w4,11
Jyothirmayi Nishanth,21,F,,/m/0dryh9k,/m/0fttr7,11
Lakshmi Gopalaswamy,20,F,1970-11-07,,/m/05mwlq4,11
Sumalatha,19,F,1963-08-27,/m/0dryh9k,/m/02r5pn4,11
Mala Aravindan,19,M,,,/m/0gqshm,11
Babu Nampoothiri,19,M,,,/m/0bgbwm1,11
Anoop Menon,19,M,,/m/0dryh9k,/m/05f756d,11
Dhanya Mary Varghese,18,F,1985-09-17,/m/04mvp8,/m/09gnmmv,11
Nithya Menon,18,F,1988-10-21,,/m/09gbztk,11
Prathapachandran,17,M,1941,,/m/04j9hzc,11
Samyuktha Varma,17,F,1982-11,,/m/05vvl1,11
Asif Ali,16,M,1986-02-04,,/m/0bmjp9r,11
Rekha,16,F,1969,/m/0dryh9k,/m/02vlwk6,11
Vani Viswanath,16,F,1968-07-10,,/m/09g6nzh,11
T.G. Ravi,15,M,1944-05-16,,/m/05h4ynt,11
Mohini,15,F,,,/m/05sxwnm,11
Innocent,15,,,,/m/02plft,11
Shanthi Krishna,14,F,1964-01-02,,/m/05t0fwn,11
Remya Nabeeshan,14,F,1985-01-01,,/m/02w1tqn,11
Jagannatha Varma,14,M,,,/m/09gdb1m,11
Kalabhavan Prachod,14,M,,,/m/0gc0g9n,11
Bhama,14,F,1988-05-23,/m/0dryh9k,/m/03d59x9,11
Roma,14,F,1984-08-25,,/m/03ckwtk,11
Meera Nandan,13,F,1990-11-26,,/m/03d14g8,11
Karamana Janardanan Nair,13,M,1936,,/m/07s81xb,11
Nadhiya,13,F,,/m/0dryh9k,/m/04f5gfv,11
Aishwarya,13,F,1971,/m/0dryh9k,/m/0bhb7fs,11
Shalini Kumar,12,F,1980-11-20,/m/0dryh9k,/m/08jn6t,11
Mamta Mohandas,12,F,1985-11-14,/m/0dryh9k,/m/0g3dq2,11
Kottarakkara Sreedharan Nair,12,M,1922,,/m/02r8psf,11
Narain,12,M,1984-10-07,,/m/0gsr6_,11
Ranjini,11,F,1970,,/m/0dgn58t,11
Sai Kumar,11,M,1960-07-27,/m/0dryh9k,/m/03d4j05,11
Baburaj,11,M,,,/m/0bmfqf8,11
Sona Nair,10,F,,,/m/0czf842,11
Balachandra Menon,9,M,1954-01-11,,/m/0515p2,11
Mithra Kurian,9,F,1989-05-15,,/m/0bh9625,11
Kanaka,9,F,1968-06-30,,/m/02pxghj,11
Kanika Subramaniam,9,F,1982-07-03,,/m/0bcf4p,11
Jalaja,8,,,,/m/0ddgv5x,11
Geetu Mohandas,7,F,1981,/m/04mvp8,/m/0h54_3,11
Jose Prakash,7,M,1925-04-14,,/m/0g9yb3f,11
Sukanya,7,F,,,/m/0dcgc3,11
Ravindran,7,M,,/m/0dryh9k,/m/0gcbdlk,11
Sithara,7,F,,,/m/051_wmd,11
Zainuddin,6,M,1952-05-12,,/m/03d2czr,11
Vinaya Prasad,6,F,,,/m/09vr3_,11
Ragini,6,F,1937,,/m/06w4wmq,11
Ganesh Kumar,6,M,1966-05-25,,/m/0cs_mcb,11
Madhupal,6,M,,/m/0dryh9k,/m/0gxqr1,11
Karthika,6,F,,,/m/02w00vv,11
Venu Nagavalli,5,M,1949-04-16,,/m/06zpdp6,11
Bhanu,4,F,1990,/m/0dryh9k,/m/027r3yk,11
Paravoor Bharathan,4,M,,,/m/0cp09hg,11
Nikita Thukral,4,F,1981-07-06,,/m/04n6dq5,11
Azeez,4,,,,/m/0k0hnz,11
Hakim,3,M,,,/m/0gky2mr,11
Undapakru,3,M,1974,,/m/03h0bdk,11
Prem Kumar,3,M,,,/m/028bxp_,11
Meera Vasudevan,3,F,1982-01-29,/m/01rv7x,/m/09g9vpq,11
Thara Kalyan,3,F,,,/m/0gc4z6g,11
Kaveri,3,F,1990-11-23,/m/0dryh9k,/m/03hllvw,11
Monisha,3,F,1971,,/m/02q91dd,11
Aranmula Ponnamma,3,F,1915-04-08,,/m/05c4shg,11
Shamili,3,F,1987-07-10,/m/0dryh9k,/m/04ljrg9,11
Nellikode Bhaskaran,3,M,,,/m/0fqlpfh,11
P. J. Antony,3,M,1925-01-01,,/m/03d5tgk,11
Kukku Parameshwaram,3,F,,,/m/0k7mxc,11
Resmi Boban,3,F,,,/m/0gby2tl,11
Shruthi Lakshmi,3,F,,,/m/0gb_wfk,11
Bala,3,M,,,/m/0464gl1,11
Adoor Bhavani,3,F,1927,,/m/02r54_4,11
Cheran,3,M,1970-12-12,,/m/07hdq5,11
Jishnu,3,M,,,/m/0fl64l,11
Santha Devi,3,F,1927,,/m/0crh2wz,11
Suresh Krishna,3,M,1973-04-05,,/m/0fph9sg,11
Vineeth Sreenivasan,3,M,1982,,/m/07t38w,11
Bobby Kottarakkara,3,M,1945-03-11,,/m/05ms845,11
Mallika Kapoor,3,F,1985-04-25,,/m/0dcvkv,11
Ganesh Venkatraman,3,M,1980-03-20,,/m/052zxgr,11
Baiju,3,,,,/m/0gblz7l,11
Kunchan,3,M,,,/m/0g9h6y9,11
Mayumi Tanaka,258,F,1955-01-15,,/m/03q63p,12
Ikue Otani,253,F,1965-08-18,,/m/03jmmn,12
Masako Nozawa,232,F,1936-10-25,,/m/042gr4,12
Jouji Yanami,222,M,1931-08-30,,/m/0k_pr0,12
Hiromi Tsuru,221,F,1960-03-29,,/m/01wrj68,12
Daisuke Gōri,208,M,1952-02-08,,/m/04f612,12
Megumi Hayashibara,180,F,1967-03-30,,/m/01kym3,12
Toshio Furukawa,178,M,1946-07-16,,/m/0dt645q,12
Naoki Tatsuta,170,M,1950-09-08,,/m/08zwfv,12
Akira Kamiya,168,M,1946-09-18,,/m/03q64h,12
Naoko Watanabe,153,F,1959-11-21,,/m/0g35x3,12
Kappei Yamaguchi,152,M,1965-05-23,,/m/02v92l,12
Eric Stuart,132,M,1967-10-18,,/m/07jf6t,12
Kōhei Miyauchi,132,M,1929-08-04,,/m/0d3bzs,12
Veronica Taylor,120,F,1978-04-09,,/m/040595,12
Koichi Yamadera,113,M,1961-06-17,,/m/039tg4,12
Rachael Lillis,111,F,1978-07-08,,/m/07ybnb,12
Takeshi Kusao,110,M,1965-11-20,,/m/01v81qn,12
Ryo Horikawa,107,M,1958-02-01,,/m/039dpm,12
